rank,primary_isbn13,publisher,title,author,category,pub_date,Amazon Product ID,Amazon Rating,Amazon Rating Total,Amazon Price
3,9780698187429,Jove,ILLUSION TOWN,Jayne Castle,E-Book Fiction,2016-08-14,B0191X34MW,4.6,1276.0,6.99
8,9781455531196,Grand Central,YOU'LL GROW OUT OF IT,Jessi Klein,E-Book Nonfiction,2016-08-07,B01G61ZN6W,4.4,477.0,0.0
9,9781250106230,St. Martin's,THE FIELD OF FIGHT,Michael T Flynn and Michael Ledeen,E-Book Nonfiction,2016-08-07,1250131626,4.7,780.0,14.69
5,9780345543868,Ballantine,DIE AGAIN,Tess Gerritsen,E-Book Fiction,2016-08-07,B00JI4ZSDI,4.6,3944.0,9.99
3,9781466887213,St. Martin's,NIGHT AND DAY,Iris Johansen,E-Book Fiction,2016-08-07,B01AGGSQ1C,4.7,961.0,8.99
8,9781942288077,Carly Phillips,GOING DOWN EASY,Carly Phillips,E-Book Fiction,2016-08-07,B01EVJ9OES,4.3,1303.0,4.99
9,9780553905243,Bantam,THE SUGAR QUEEN,Sarah Addison Allen,E-Book Fiction,2016-08-07,B00125MK78,4.6,1124.0,12.99
10,9780399583292,Berkley,FALLING,Jane Green,E-Book Fiction,2016-08-07,B0191ZL2G0,4.1,791.0,11.99
11,9780345537829,Ballantine,THE WISHING THREAD,Lisa Van Allen,E-Book Fiction,2016-08-07,B00BRUQ77C,4.2,310.0,12.99
12,9780345546937,Ballantine,FIRST COMES LOVE,Emily Giffin,E-Book Fiction,2016-08-07,0345546946,4.2,1539.0,14.99
15,9780316290197,"Little, Brown",THE GAMES,James Patterson and Mark Sullivan,E-Book Fiction,2016-08-07,B0169ATKKK,4.5,1813.0,9.99
14,9781501147647,Simon & Schuster,FREEDOM,Jaycee Dugard,E-Book Nonfiction,2016-08-07,B01ES7BYZA,4.6,677.0,0.0
13,9781501132858,Atria/Keywords,IT GETS WORSE,Shane Dawson,E-Book Nonfiction,2016-08-07,B0176M1B3E,4.4,2050.0,12.99
15,9780698152045,Pamela Dorman/Viking,AFTER YOU,Jojo Moyes,E-Book Fiction,2016-07-31,B00TY3ZKG8,4.4,15204.0,11.99
3,9780759527881,Grand Central,THE GUARDIAN,Nicholas Sparks,E-Book Fiction,2016-07-31,B000FA670W,4.6,5497.0,8.99
5,9781460394359,HQN,DAUGHTERS OF THE BRIDE,Susan Mallery,E-Book Fiction,2016-07-31,B018QI6SW6,4.6,744.0,11.99
6,9780759525788,"Little, Brown & Company",THE BLACK ICE,Michael Connelly,E-Book Fiction,2016-07-31,B001BACYFW,4.6,7462.0,0.0
7,9781101606377,Penguin,ME BEFORE YOU,Jojo Moyes,E-Book Fiction,2016-07-31,0143124544,4.7,2899.0,9.8
8,9781466867277,St. Martin's,AMONG THE WICKED,Linda Castillo,E-Book Fiction,2016-07-31,B019N4X1ZE,4.7,1285.0,7.99
11,9780997792102,Kaylee Ryan,UNEXPECTED REALITY,Kaylee Ryan,E-Book Fiction,2016-07-31,B07YBH7JVX,4.5,995.0,0.0
12,9781501118166,Gallery,CREAM OF THE CROP,Alice Clayton,E-Book Fiction,2016-07-31,B010MH1GUI,4.3,403.0,8.99
14,9780062333025,HarperCollins,THE BOOKSELLER,Cynthia Swanson,E-Book Fiction,2016-07-31,0062333011,4.2,967.0,15.99
1,9780062190048,Morrow,THE NAZI OFFICER'S WIFE,Edith H Beer with Susan Dworkin,E-Book Nonfiction,2016-07-31,B000ALAKX6,4.6,5807.0,0.0
6,9780061803970,HarperCollins,MANHUNT,James L Swanson,E-Book Nonfiction,2016-07-31,0060518502,4.7,1080.0,13.59
3,9781497659278,Open Road,CRAZY HORSE AND CUSTER,Stephen Ambrose,E-Book Nonfiction,2016-07-31,B01M045H2G,4.6,2227.0,0.0
2,9780316175869,"Reagan Arthur/Little, Brown",BOSSYPANTS,Tina Fey,E-Book Nonfiction,2016-07-31,B004V6APR2,4.3,7649.0,0.0
11,9780307407672,Crown,MY LOBOTOMY,Howard Dully and Charles Fleming,E-Book Nonfiction,2016-07-31,0307381277,4.5,688.0,14.99
10,9781615192540,The Experiment,MY GRANDFATHER WOULD HAVE SHOT ME,Jennifer Teege and Nikola Sellmair,E-Book Nonfiction,2016-07-31,1615193081,4.5,702.0,10.47
14,9780062116314,Harper,CLOUDS OF GLORY,Michael Korda,E-Book Nonfiction,2016-07-31,B00JLMU7D8,4.5,691.0,0.0
12,9780062313188,Harper,THE MOST DANGEROUS ANIMAL OF ALL,Gary L Stewart with Susan Mustafa,E-Book Nonfiction,2016-07-31,B00JPJHA7S,4.4,867.0,0.0
9,9780385534338,Anchor,KING PEGGY,Peggielene Bartels and Eleanor Herman,E-Book Nonfiction,2016-07-24,B005WBEHBA,4.5,368.0,13.99
10,9781451629200,Simon & Schuster,A STOLEN LIFE,Jaycee Dugard,E-Book Nonfiction,2016-07-24,B005C7QXPW,4.7,5619.0,0.0
11,9781476741215,Simon & Schuster,BUSH,Jean Edward Smith,E-Book Nonfiction,2016-07-24,1476741204,4.5,229.0,18.0
8,9781510703711,Skyhorse,SINATRA AND THE JACK PACK,Michael Sheridan and David Harvey,E-Book Nonfiction,2016-07-24,B06XQ6RTMQ,4.0,242.0,16.99
2,9780767928472,Broadway,ESCAPE,Carolyn Jessop,E-Book Nonfiction,2016-07-24,B000XE3XLQ,4.6,1906.0,0.0
11,9781476789378,Emily Bestler/Atria,FOREIGN AGENT,Brad Thor,E-Book Fiction,2016-07-24,B0188175Y6,4.6,2950.0,0.0
15,9781476756127,Simon & Schuster,SEINFELDIA,Jennifer Keishin Armstrong,E-Book Nonfiction,2016-07-24,1476756112,4.4,743.0,12.99
9,9781942834182,BAAE,SAY YOU'LL STAY,Corinne Michaels,E-Book Fiction,2016-07-24,B01J1XWWO8,4.4,5202.0,0.0
1,9780316360593,BookShots,THE TRIAL,James Patterson with Maxine Paetro,E-Book Fiction,2016-07-24,0316317152,4.5,2403.0,4.99
2,9781101885574,Delacorte,MAGIC,Danielle Steel,E-Book Fiction,2016-07-24,B017G7JXRK,4.6,2628.0,7.99
5,9780061796784,HarperCollins,WHAT THE DEAD KNOW,Laura Lippman,E-Book Fiction,2016-07-24,B000OI0F6W,4.1,759.0,10.49
8,9781940941776,Alessandra Torre,MOONSHOT,Alessandra Torre,E-Book Fiction,2016-07-24,B01HTWF1CI,4.5,1024.0,0.0
10,9781420124323,Kensington,BETRAYAL,Fern Michaels,E-Book Fiction,2016-07-24,B004NEW516,4.6,498.0,4.99
3,9781118452950,Jossey-Bass,ATHENA DOCTRINE,John Gerzema and Michael D’Antonio,Combined Print Nonfiction,2013-05-05,111845295X,4.4,70.0,25.99
9,9781250019981,St. Martin's Press,TAKING EVE,Iris Johansen,Combined Print Fiction,2013-05-05,B008RLPPS6,4.5,1079.0,11.99
9,9780062213655,Morrow,UNSINKABLE,Debbie Reynolds and Dorian Hannaway,Combined Print Nonfiction,2013-05-05,B00BW9ZW88,4.4,1295.0,0.0
11,9780670026555,Viking,GIVE AND TAKE,Adam Grant,Combined Print Nonfiction,2013-05-05,0143124986,4.6,2871.0,13.92
14,9781586489120,PublicAffairs,GREAT DEFORMATION,David Stockman,Combined Print Nonfiction,2013-05-05,1982160276,4.5,838.0,21.0
15,9780312381042,St. Martin's Press,MY WAY,Paul Anka with David Dalton,Combined Print Nonfiction,2013-05-05,0312381042,4.0,414.0,31.15
16,9780805096668,Holt,KILLING KENNEDY,Bill O'Reilly and Martin Dugard,Combined Print Nonfiction,2013-05-05,B009KEZN4U,4.6,9963.0,0.0
17,9781400066117,Random House,MOM & ME & MOM,Maya Angelou,Combined Print Nonfiction,2013-05-05,1400066115,4.7,1813.0,0.0
18,9780307594884,Knopf,MY BELOVED WORLD,Sonia Sotomayor,Combined Print Nonfiction,2013-05-05,034580483X,4.6,3352.0,15.26
20,9781400069804,Random House,SALT SUGAR FAT,Michael Moss,Combined Print Nonfiction,2013-05-05,0812982193,4.6,2067.0,9.99
19,9781455515516,Vision,NOW YOU SEE HER,James Patterson and Michael Ledwidge,Combined Print Fiction,2013-05-05,B0058AW35M,4.5,1784.0,0.0
10,9781455526956,Grand Central Publishing,THE BLACK BOX,Michael Connelly,Combined Print Fiction,2013-05-05,B0076DELIG,4.5,7463.0,11.99
13,9781250010070,St. Martin's Press,DON'T GO,Lisa Scottoline,Combined Print Fiction,2013-05-05,B008BU6THE,4.4,1250.0,4.99
14,9781455523153,Grand Central Publishing,THE FORGOTTEN,David Baldacci,Combined Print Fiction,2013-05-05,9123978724,4.8,9.0,64.47
16,9780425264768,Berkley,THE WITNESS,Nora Roberts,Combined Print Fiction,2013-05-05,B007UWOY62,4.7,7896.0,0.0
17,9780399159879,Putnam,UNINTENDED CONSEQUENCES,Stuart Woods,Combined Print Fiction,2013-05-05,B00AFPVOC8,4.5,1218.0,9.99
18,9780525953487,Dutton,SIX YEARS,Harlan Coben,Combined Print Fiction,2013-05-05,B008EKMBW8,4.3,6938.0,9.99
3,9780446547635,Grand Central Publishing,THE BEST OF ME,Nicholas Sparks,Combined Print Fiction,2013-05-05,B004QZ9PLU,4.6,7785.0,8.99
14,9780307594884,Knopf Doubleday Publishing,MY BELOVED WORLD,Sonia Sotomayor,Combined Print Nonfiction,2013-04-28,034580483X,4.6,3352.0,15.26
18,9780385346870,Crown Publishing,SUM IT UP,Pat Head Summitt with Sally Jenkins,Combined Print Nonfiction,2013-04-28,0385347057,4.9,1134.0,18.0
15,9781400069804,Random House Publishing,SALT SUGAR FAT,Michael Moss,Combined Print Nonfiction,2013-04-28,0812982193,4.6,2067.0,9.99
16,9780425252864,Penguin Group,A HIGHER CALL,Adam Makos with Larry Alexander,Combined Print Nonfiction,2013-04-28,0425255735,4.8,8105.0,11.78
10,9781594204807,Penguin Group,WAY OF THE KNIFE,Mark Mazzetti,Combined Print Nonfiction,2013-04-28,014312501X,4.4,508.0,13.99
1,9780385349949,Knopf Doubleday Publishing,LEAN IN,Sheryl Sandberg with Nell Scovell,Combined Print Nonfiction,2013-04-28,B07P73J73R,3.2,2.0,15.39
9,9780062213655,HarperCollins Publishers,UNSINKABLE,Debbie Reynolds and Dorian Hannaway,Combined Print Nonfiction,2013-04-28,B00BW9ZW88,4.4,1295.0,0.0
8,9780307352156,Crown Publishing,QUIET,Susan Cain,Combined Print Nonfiction,2013-04-28,9123962984,5.0,3.0,40.8
6,9780062238863,HarperCollins Publishers,AMERICAN SNIPER,Chris Kyle with Scott McEwen and Jim DeFelice,Combined Print Nonfiction,2013-04-28,B006ST49K4,4.6,18624.0,0.0
4,9780670026555,Penguin Group,GIVE AND TAKE,Adam Grant,Combined Print Nonfiction,2013-04-28,0143124986,4.6,2871.0,13.92
3,9780307476074,Knopf Doubleday Publishing,WILD,Cheryl Strayed,Combined Print Nonfiction,2013-04-28,B01NCT5R2J,4.7,5.0,34.99
19,9781400066117,Random House Publishing,MOM & ME & MOM,Maya Angelou,Combined Print Nonfiction,2013-04-28,1400066115,4.7,1813.0,12.93
10,9780525953487,Penguin Group,SIX YEARS,Harlan Coben,Combined Print Fiction,2013-04-28,B008EKMBW8,4.3,6938.0,9.99
19,9781455515516,"Little, Brown & Company",NOW YOU SEE HER,James Patterson and Michael Ledwidge,Combined Print Fiction,2013-04-28,B0058AW35M,4.5,1784.0,0.0
9,9780307588364,Crown Publishing,GONE GIRL,Gillian Flynn,Combined Print Fiction,2013-04-28,B0088UT8IO,4.1,63773.0,0.0
20,9780061928178,HarperCollins Publishers,BEAUTIFUL RUINS,Jess Walter,Combined Print Fiction,2013-04-28,0061928178,4.0,4230.0,11.59
18,9781451668926,Simon & Schuster,THE LOST YEARS,Mary Higgins Clark,Combined Print Fiction,2013-04-28,B005IGYXFE,4.5,1494.0,0.0
17,9780425250662,Penguin Group,DELUSION IN DEATH,J D Robb,Combined Print Fiction,2013-04-28,B007T8LJO2,4.8,3070.0,7.99
16,9780345528810,Random House Publishing,STARTING NOW,Debbie Macomber,Combined Print Fiction,2013-04-28,B005O1BGRQ,4.7,1676.0,5.99
13,9780345803481,Knopf Doubleday Publishing,FIFTY SHADES OF GREY,E L James,Combined Print Fiction,2013-04-28,B007R07BK8,4.0,56999.0,0.0
12,9780425264768,Penguin Group,THE WITNESS,Nora Roberts,Combined Print Fiction,2013-04-28,B007UWOY62,4.7,7896.0,0.0
11,9780307346612,Crown Publishing,WORLD WAR Z,Max Brooks,Combined Print Fiction,2013-04-28,B00BIK73QA,4.4,7679.0,0.0
14,9780553573404,Random House Publishing,A GAME OF THRONES,George RR Martin,Combined Print Fiction,2013-04-28,B0001DBI1Q,4.7,24275.0,0.0
8,9780385349833,Knopf Doubleday Publishing,MANUSCRIPT FOUND IN ACCRA,Paulo Coelho,Combined Print Fiction,2013-04-28,B00B3Z5Y1G,4.6,1282.0,0.0
6,9780345541338,Knopf Doubleday Publishing,CALICO JOE,John Grisham,Combined Print Fiction,2013-04-28,B0067AN0VI,4.4,5490.0,6.99
4,9780399159879,Penguin Group,UNINTENDED CONSEQUENCES,Stuart Woods,Combined Print Fiction,2013-04-28,B00AFPVOC8,4.5,1218.0,9.99
3,9780316176484,"Little, Brown & Company",LIFE AFTER LIFE,Kate Atkinson,Combined Print Fiction,2013-04-28,0316176494,3.9,7946.0,10.67
7,9781400067688,Random House Publishing,THE BURGESS BOYS,Elizabeth Strout,Combined Print Fiction,2013-04-28,B009MYAWIA,4.1,3083.0,9.99
10,9780316043045,"Little, Brown & Company",THE HOST,Stephenie Meyer,Combined Print Fiction,2013-04-21,B003IGDD7A,4.6,9066.0,8.99
12,9780778314479,Harlequin,THE WANDERER,Ron Carr,Combined Print Fiction,2013-04-21,B07MTJHNMC,4.6,2359.0,6.99
4,9780425267066,Penguin Group,FEVER,Maya Banks,Combined Print Fiction,2013-04-21,B009NY44LK,4.3,1674.0,5.99
1,9781476712987,Simon & Schuster,WALKING DISASTER,Jamie McGuire,Combined Print Fiction,2013-04-21,1476712980,4.5,5067.0,11.59
16,9780547848655,Houghton Mifflin Harcourt,CLEAN,David Sheff,Combined Print Nonfiction,2013-04-21,0544112326,4.6,461.0,14.99
7,9781451697247,Scribner,"CARRY ON, WARRIOR",Glennon Doyle Melton,Combined Print Nonfiction,2013-04-21,B00BL44W0S,4.7,3144.0,0.0
10,9780230342118,Palgrave Macmillan,SECRETS OF SILICON VALLEY,Deborah Perry Piscione,Combined Print Nonfiction,2013-04-21,1137279176,4.3,63.0,17.99
19,9781451617528,Touchstone,THE GIRLS OF ATOMIC CITY,Denise Kiernan,Combined Print Nonfiction,2013-04-21,1451617534,4.4,2122.0,11.09
20,9781476703541,Howard Books,DUCK COMMANDERS,Willie and Korie Robertson with Mark Schlabach,Combined Print Nonfiction,2013-04-21,B009NOT8N4,4.8,2245.0,0.0
20,9780425261019,Penguin Group,LET'S PRETEND THIS NEVER HAPPENED,Jenny Lawson,Combined Print Nonfiction,2013-04-14,0425261018,4.4,7137.0,10.19
16,9781400069743,Random House Publishing,THOSE ANGRY DAYS,Lynne Olson,Combined Print Nonfiction,2013-04-14,0812982142,4.6,586.0,13.62
14,9781400064168,Random House Publishing,UNBROKEN,Laura Hillenbrand,Combined Print Nonfiction,2013-04-14,B004CJN7TG,4.8,32697.0,0.0
11,9780525953722,Penguin Group,NO EASY DAY,Mark Owen with Kevin Maurer,Combined Print Nonfiction,2013-04-14,B0095PEFYS,4.6,9270.0,0.0
12,9781476714783,Simon & Schuster,SOUNDTRACK OF MY LIFE,Clive Davis with Anthony DeCurtis,Combined Print Nonfiction,2013-04-14,1476714797,4.4,365.0,16.89
18,9780805093070,Holt,KILLING LINCOLN,Bill O'Reilly and Martin Dugard,Combined Print Nonfiction,2013-04-14,B005PTP0QU,4.7,10574.0,0.0
9,9780062049605,HarperCollins Publishers,LEAVING EVERYTHING MOST LOVED,Jacqueline Winspear,Combined Print Fiction,2013-04-14,B008QXXQOU,4.6,1679.0,9.99
13,9780778314363,Harlequin,SAND CASTLE BAY,Sherryl Woods,Combined Print Fiction,2013-04-14,B00BPCON1E,4.5,580.0,0.0
17,9780316056892,"Little, Brown & Company",BOSSYPANTS,Tina Fey,Combined Print Nonfiction,2013-04-14,B004V6APR2,4.3,7649.0,0.0
15,9780156027328,Houghton Mifflin Harcourt,LIFE OF PI,Yann Martel,Combined Print Fiction,2013-04-14,0156027321,4.4,12947.0,8.99
17,9781439102763,Atria/Emily Bestler Books,THE STORYTELLER,Jodi Picoult,Combined Print Fiction,2013-04-14,1439102775,4.6,11579.0,10.76
18,9780425256381,Penguin Group,DEADLOCKED,Charlaine Harris,Combined Print Fiction,2013-04-14,0425256383,4.4,3957.0,8.99
19,9780062068644,HarperCollins Publishers,AND THEN SHE FELL,Stephanie Laurens,Combined Print Fiction,2013-04-14,0062068644,4.5,405.0,5.99
20,9780764209796,Bethany House Publishers,THE GUARDIAN,Beverly Lewis,Combined Print Fiction,2013-04-14,B00AHY0VN0,4.8,724.0,9.99
1,9780451239358,Penguin Group,LOVER AT LAST,J R Ward,Combined Print Fiction,2013-04-14,B008BM4LZY,4.6,4732.0,8.99
7,9780316097512,"Little, Brown & Company","ALEX CROSS, RUN",James Patterson,Combined Print Fiction,2013-04-07,B0076DCP16,4.6,5398.0,9.99
8,9780446572989,Grand Central Publishing,THE INNOCENT,David Baldacci,Combined Print Fiction,2013-04-07,B007UWOXKE,4.6,11219.0,0.0
10,9780307273574,Knopf Doubleday Publishing,A WEEK IN WINTER,Maeve Binchy,Combined Print Fiction,2013-04-07,B009MYARTO,4.5,7640.0,8.99
11,9780316218511,"Little, Brown & Company",THE HOST,Stephenie Meyer,Combined Print Fiction,2013-04-07,B003IGDD7A,4.6,9066.0,8.99
12,9781455523542,Grand Central Publishing,SAFE HAVEN,Nicholas Sparks,Combined Print Fiction,2013-04-07,1455523542,4.7,10178.0,8.99
14,9780345803504,Knopf Doubleday Publishing,FIFTY SHADES FREED,E L James,Combined Print Fiction,2013-04-07,B007UWPAD8,4.5,30408.0,0.0
16,9780345521316,Random House Publishing,THE PARIS WIFE,Paula McLain,Combined Print Fiction,2013-04-07,0345521315,4.4,4879.0,6.95
17,9780374533571,"Farrar, Straus & Giroux",THE SILVER LININGS PLAYBOOK,Matthew Quick,Combined Print Fiction,2013-04-07,0374533571,4.4,4728.0,9.69
18,9780440246138,Random House Publishing,DEFENDING JACOB,William Landay,Combined Print Fiction,2013-04-07,B0050DIWFC,4.4,13526.0,9.99
19,9780399161773,Penguin Group,THE STRIKER,Clive Cussler and Justin Scott,Combined Print Fiction,2013-04-07,B008ON474K,4.5,1477.0,9.99
20,9780399160752,Penguin Group,BREAKING POINT,C J Box,Combined Print Fiction,2013-04-07,0399160752,4.8,3173.0,25.0
14,9780062241450,HarperCollins Publishers,UNTIL I SAY GOOD-BYE,Susan Spencer-Wendel with Bret Witter,Combined Print Nonfiction,2013-04-07,0062241478,4.6,916.0,12.74
9,9780307460998,Crown Publishing,DRIFT,Rachel Maddow,Combined Print Nonfiction,2013-04-07,B007OZVJMW,4.7,1766.0,0.0
4,9780547848419,Houghton Mifflin Harcourt,LIFE OF PI,Yann Martel,Combined Print Fiction,2013-03-31,B074WFYQ2K,4.4,12947.0,0.0
20,9780307592736,Knopf Doubleday Publishing,WILD,Cheryl Strayed,Combined Print Nonfiction,2013-03-31,0307476073,4.5,21583.0,9.29
16,9781594205347,Penguin Group,DETROIT,Charlie LeDuff,Combined Print Nonfiction,2013-03-31,B00CDVZIW4,4.6,1325.0,0.0
18,9780316017930,"Little, Brown & Company",OUTLIERS,Malcolm Gladwell,Combined Print Nonfiction,2013-03-31,0316017930,4.7,19028.0,16.99
5,9780446547574,Grand Central Publishing,SAFE HAVEN,Nicholas Sparks,Combined Print Fiction,2013-03-31,B00435JD8S,4.7,10178.0,0.0
12,9780345523501,Random House Publishing,BLOODFIRE QUEST,Terry Brooks,Combined Print Fiction,2013-03-31,B00B3YK0KC,4.6,904.0,0.0
16,9781476733951,Simon & Schuster,WOOL,Hugh Howey,Combined Print Fiction,2013-03-31,B088SY4GSD,4.6,17156.0,9.99
20,9780425259290,Penguin Group,THE THIEF,Clive Cussler and Justin Scott,Combined Print Fiction,2013-03-31,B006LU1SBI,4.5,1065.0,9.99
17,9780547928173,Houghton Mifflin Harcourt,FRANCONA,Terry Francona and Dan Shaughnessy,Combined Print Nonfiction,2013-03-24,0547928173,4.5,689.0,19.99
16,9781401324797,Hyperion,DAMN FEW,Rorke Denver and Ellis Henican,Combined Print Nonfiction,2013-03-24,1401324797,4.7,829.0,17.12
15,9780812993929,Random House Publishing,OUT OF ORDER,Sandra Day O'Connor,Combined Print Nonfiction,2013-03-24,B00B3Z5VA0,4.0,168.0,0.0
13,9780061967559,HarperCollins Publishers,COOLIDGE,Amity Shlaes,Combined Print Nonfiction,2013-03-24,0061967599,4.5,1029.0,19.99
6,9781455523559,Grand Central Publishing,SAFE HAVEN,Nicholas Sparks,Combined Print Fiction,2013-03-24,147894837X,4.7,10178.0,6.74
9,9781414319704,Tyndale House Publishers,DAMASCUS COUNTDOWN,Joel C Rosenberg,Combined Print Fiction,2013-03-24,B008PX1XHI,4.7,2583.0,12.99
12,9781451647037,Howard Books,THE CHANCE,Karen Kingsbury,Combined Print Fiction,2013-03-24,1451672985,4.8,1798.0,9.49
13,9780399158827,Penguin Group,CALCULATED IN DEATH,J D Robb,Combined Print Fiction,2013-03-24,B008ON43PS,4.7,3747.0,8.99
18,9780446571821,"Little, Brown & Company",11TH HOUR,James Patterson and Maxine Paetro,Combined Print Fiction,2013-03-24,B005S8O7S0,4.7,4732.0,9.99
19,9781420118537,Kensington Publishing,YOU DON’T WANT TO KNOW,Lisa Jackson,Combined Print Fiction,2013-03-24,B00B9I2F5U,4.3,1020.0,4.99
20,9780786963645,Wizards of the Coast,THE LAST THRESHOLD,R A Salvatore,Combined Print Fiction,2013-03-24,B00AXZZ1HO,4.6,1222.0,0.0
1,9780441020010,Penguin Group,FROST BURNED,Patricia Briggs,Combined Print Fiction,2013-03-24,B00BP3FDXA,4.8,3554.0,0.0
20,9780451233967,Penguin Group,STAY CLOSE,Harlan Coben,Combined Print Fiction,2013-03-17,B005GSYXYK,4.4,3238.0,7.99
13,9780062078117,HarperCollins Publishers,IMMORTAL EVER AFTER,Lynsay Sands,Combined Print Fiction,2013-03-17,B00AV6FD64,4.8,900.0,7.99
16,9780758280343,Kensington Publishing,RED VELVET CUPCAKE MURDER,Joanne Fluke,Combined Print Fiction,2013-03-17,0758280343,4.6,1460.0,26.94
16,9780393087727,Norton,WHITEY BULGER,Kevin Cullen and Shelley Murphy,Combined Print Nonfiction,2013-03-17,0393087727,4.6,479.0,25.61
20,9780670026715,Penguin Group,THE VATICAN DIARIES,John Thavis,Combined Print Nonfiction,2013-03-17,B008EKOJZK,4.2,303.0,14.99
17,9780307700667,Knopf Doubleday Publishing,GOING CLEAR,Lawrence Wright,Combined Print Nonfiction,2013-03-17,B00AYLFLCM,4.4,2111.0,0.0
18,9781400067558,Random House Publishing,BEHIND THE BEAUTIFUL FOREVERS,Katherine Boo,Combined Print Nonfiction,2013-03-17,081297932X,4.3,3540.0,10.18
20,9781400067664,Random House Publishing,THOMAS JEFFERSON,Jon Meacham,Combined Print Nonfiction,2013-03-10,B0089EHKE8,4.6,2700.0,16.99
18,9780345525550,Random House Publishing,THE LANGUAGE OF FLOWERS,Vanessa Diffenbaugh,Combined Print Fiction,2013-03-10,0345525558,4.5,7269.0,10.99
17,9780770437855,Crown Publishing,THE DINNER,Herman Koch,Combined Print Fiction,2013-03-10,0385346859,3.5,3904.0,14.49
15,9781616386108,FrontLine,THE HARBINGER,Jonathan Cahn,Combined Print Fiction,2013-03-10,0736980172,4.8,561.0,21.26
13,9780812993806,Random House Publishing,TENTH OF DECEMBER,George Saunders,Combined Print Fiction,2013-03-10,0812984250,3.9,1960.0,11.29
12,9780345505736,Random House Publishing,GUILT,Jonathan Kellerman,Combined Print Fiction,2013-03-10,B009QJNRZQ,4.4,1671.0,9.99
10,9780765325952,Tom Doherty,A MEMORY OF LIGHT,Robert Jordan and Brandon Sanderson,Combined Print Fiction,2013-03-10,B00A2ZHF3I,4.8,9284.0,0.0
19,9781476717463,Atria/Emily Bestler Books,WARM BODIES,Isaac Marion,Combined Print Fiction,2013-03-10,147671746X,4.6,3000.0,11.2
20,9780307950659,Knopf Doubleday Publishing,DEATH COMES TO PEMBERLEY,P D James,Combined Print Fiction,2013-03-10,B006IL6WPM,3.8,2483.0,0.0
19,9780670024872,Penguin Group,WHY PRIESTS?,Garry Wills,Combined Print Nonfiction,2013-03-10,0670024872,4.0,213.0,16.37
18,9781476707624,Gallery Books,DRINKING AND TWEETING,Brandi Glanville with Leslie Bruce,Combined Print Nonfiction,2013-03-10,B086MCR16D,4.5,2813.0,0.0
17,9781439150221,Simon & Schuster,LONG SHOT,Mike Piazza with Lonnie Wheeler,Combined Print Nonfiction,2013-03-10,B00B9F9ZCY,4.2,193.0,0.0
13,9780770435622,Broadway Books,LADY ALMINA AND THE REAL DOWNTON ABBEY,The Countess of Carnarvon,Combined Print Nonfiction,2013-03-10,0770435629,4.5,2493.0,14.99
18,9780525953074,Penguin Group,TOUCH AND GO,Lisa Gardner,Combined Print Fiction,2013-03-03,B00AYKHRO8,4.6,2362.0,0.0
13,9780316211178,"Little, Brown & Company",PRIVATE BERLIN,James Patterson and Mark Sullivan,Combined Print Fiction,2013-03-03,B007ZFIOUG,4.4,2798.0,9.99
17,9780399161483,Penguin Group,SUSPECT,Robert Crais,Combined Print Fiction,2013-03-03,B008RCZLNO,4.6,3373.0,8.99
20,9780399159725,Penguin Group,THE NIGHT RANGER,Alex Berenson,Combined Print Fiction,2013-03-03,B008U45VZC,4.4,732.0,9.99
19,9780770437855,Crown Publishing Group,THE DINNER,Herman Koch,Combined Print Fiction,2013-03-03,0385346859,3.5,3904.0,14.49
18,9781594487156,Penguin Group,TO SELL IS HUMAN,Daniel H Pink,Combined Print Nonfiction,2013-03-03,B00AE9V9MA,4.5,2180.0,0.0
14,9780062238399,HarperCollins Publishers,REMEMBERING WHITNEY,Cissy Houston with Lisa Dickey,Combined Print Nonfiction,2013-03-03,B00AZMGGAQ,4.5,1037.0,0.0
20,9780743270755,Simon & Schuster,TEAM OF RIVALS,Doris Kearns Goodwin,Combined Print Nonfiction,2013-03-03,B00518Z5DS,4.8,5759.0,0.0
6,9780812992946,Random House Publishing,FUTURE,Al Gore,Combined Print Nonfiction,2013-03-03,0812992946,4.4,326.0,19.93
17,9780440245223,Random House Publishing,BETRAYAL,Danielle Steel,Combined Print Fiction,2013-02-24,B005BUG6TI,4.6,2222.0,7.99
19,9780446571869,"Little, Brown & Company",KILL ME IF YOU CAN,James Patterson and Marshall Karp,Combined Print Fiction,2013-02-24,B00495ZCQ4,4.5,1429.0,9.99
10,9780345530882,Random House Publishing,UNTIL THE END OF TIME,Danielle Steel,Combined Print Fiction,2013-02-24,1478319429,4.5,883.0,12.99
18,9780425267042,Penguin Group,RUSH,Maya Banks,Combined Print Fiction,2013-02-24,B00AI5APLQ,4.2,2443.0,7.99
20,9781439165317,Simon & Schuster,A DEEPER LOVE INSIDE,Sister Souljah,Combined Print Fiction,2013-02-24,1439165327,4.6,7330.0,11.49
12,9780062248473,HarperCollins Publishers,BEYOND BELIEF,Jenna Miscavige Hill with Lisa Pulitzer,Combined Print Nonfiction,2013-02-24,B00B9E5GQ4,4.4,3411.0,0.0
15,9780465028115,Basic Books,THEORETICAL MINIMUM,Leonard Susskind,Combined Print Nonfiction,2013-02-24,0465075681,4.3,637.0,16.68
16,9781400069286,Random House Publishing,THE POWER OF HABIT,Charles Duhigg,Combined Print Nonfiction,2013-02-24,B007EJSMC8,4.6,18622.0,0.0
