Title,Author,Book Subcategory,NYT Ranking,Amz Star ratings,Total_num_of_rating,Amazon Price,ISBN,Publisher,NYT Pub Date,Amazon Product ID
GOING DOWN EASY,Carly Phillips,E-Book Fiction,8,4.3,1303.0,4.99,9781942288077,Carly Phillips,2016-08-07,B01EVJ9OES
THE SUGAR QUEEN,Sarah Addison Allen,E-Book Fiction,9,4.6,1124.0,12.99,9780553905243,Bantam,2016-08-07,B00125MK78
FALLING,Jane Green,E-Book Fiction,10,4.1,791.0,11.99,9780399583292,Berkley,2016-08-07,B0191ZL2G0
THE WISHING THREAD,Lisa Van Allen,E-Book Fiction,11,4.2,310.0,12.99,9780345537829,Ballantine,2016-08-07,B00BRUQ77C
FIRST COMES LOVE,Emily Giffin,E-Book Fiction,12,4.2,1539.0,14.99,9780345546937,Ballantine,2016-08-07,0345546946
THE GAMES,James Patterson and Mark Sullivan,E-Book Fiction,15,4.5,1813.0,9.99,9780316290197,"Little, Brown",2016-08-07,B0169ATKKK
FREEDOM,Jaycee Dugard,E-Book Nonfiction,14,4.6,677.0,0.0,9781501147647,Simon & Schuster,2016-08-07,B01ES7BYZA
IT GETS WORSE,Shane Dawson,E-Book Nonfiction,13,4.4,2050.0,12.99,9781501132858,Atria/Keywords,2016-08-07,B0176M1B3E
AFTER YOU,Jojo Moyes,E-Book Fiction,15,4.4,15204.0,11.99,9780698152045,Pamela Dorman/Viking,2016-07-31,B00TY3ZKG8
THE GUARDIAN,Nicholas Sparks,E-Book Fiction,3,4.6,5497.0,8.99,9780759527881,Grand Central,2016-07-31,B000FA670W
DAUGHTERS OF THE BRIDE,Susan Mallery,E-Book Fiction,5,4.6,744.0,11.99,9781460394359,HQN,2016-07-31,B018QI6SW6
THE BLACK ICE,Michael Connelly,E-Book Fiction,6,4.6,7462.0,0.0,9780759525788,"Little, Brown & Company",2016-07-31,B001BACYFW
ME BEFORE YOU,Jojo Moyes,E-Book Fiction,7,4.7,2899.0,9.8,9781101606377,Penguin,2016-07-31,0143124544
AMONG THE WICKED,Linda Castillo,E-Book Fiction,8,4.7,1285.0,7.99,9781466867277,St. Martin's,2016-07-31,B019N4X1ZE
UNEXPECTED REALITY,Kaylee Ryan,E-Book Fiction,11,4.5,995.0,0.0,9780997792102,Kaylee Ryan,2016-07-31,B07YBH7JVX
CREAM OF THE CROP,Alice Clayton,E-Book Fiction,12,4.3,403.0,8.99,9781501118166,Gallery,2016-07-31,B010MH1GUI
THE BOOKSELLER,Cynthia Swanson,E-Book Fiction,14,4.2,967.0,15.99,9780062333025,HarperCollins,2016-07-31,0062333011
THE NAZI OFFICER'S WIFE,Edith H Beer with Susan Dworkin,E-Book Nonfiction,1,4.6,5807.0,0.0,9780062190048,Morrow,2016-07-31,B000ALAKX6
MANHUNT,James L Swanson,E-Book Nonfiction,6,4.7,1080.0,13.59,9780061803970,HarperCollins,2016-07-31,0060518502
CRAZY HORSE AND CUSTER,Stephen Ambrose,E-Book Nonfiction,3,4.6,2227.0,0.0,9781497659278,Open Road,2016-07-31,B01M045H2G
BOSSYPANTS,Tina Fey,E-Book Nonfiction,2,4.3,7649.0,0.0,9780316175869,"Reagan Arthur/Little, Brown",2016-07-31,B004V6APR2
MY LOBOTOMY,Howard Dully and Charles Fleming,E-Book Nonfiction,11,4.5,688.0,14.99,9780307407672,Crown,2016-07-31,0307381277
MY GRANDFATHER WOULD HAVE SHOT ME,Jennifer Teege and Nikola Sellmair,E-Book Nonfiction,10,4.5,702.0,10.47,9781615192540,The Experiment,2016-07-31,1615193081
CLOUDS OF GLORY,Michael Korda,E-Book Nonfiction,14,4.5,691.0,0.0,9780062116314,Harper,2016-07-31,B00JLMU7D8
THE MOST DANGEROUS ANIMAL OF ALL,Gary L Stewart with Susan Mustafa,E-Book Nonfiction,12,4.4,867.0,0.0,9780062313188,Harper,2016-07-31,B00JPJHA7S
KING PEGGY,Peggielene Bartels and Eleanor Herman,E-Book Nonfiction,9,4.5,368.0,13.99,9780385534338,Anchor,2016-07-24,B005WBEHBA
A STOLEN LIFE,Jaycee Dugard,E-Book Nonfiction,10,4.7,5619.0,0.0,9781451629200,Simon & Schuster,2016-07-24,B005C7QXPW
BUSH,Jean Edward Smith,E-Book Nonfiction,11,4.5,229.0,18.0,9781476741215,Simon & Schuster,2016-07-24,1476741204
SINATRA AND THE JACK PACK,Michael Sheridan and David Harvey,E-Book Nonfiction,8,4.0,242.0,16.99,9781510703711,Skyhorse,2016-07-24,B06XQ6RTMQ
ESCAPE,Carolyn Jessop,E-Book Nonfiction,2,4.6,1906.0,0.0,9780767928472,Broadway,2016-07-24,B000XE3XLQ
FOREIGN AGENT,Brad Thor,E-Book Fiction,11,4.6,2950.0,0.0,9781476789378,Emily Bestler/Atria,2016-07-24,B0188175Y6
SEINFELDIA,Jennifer Keishin Armstrong,E-Book Nonfiction,15,4.4,743.0,12.99,9781476756127,Simon & Schuster,2016-07-24,1476756112
SAY YOU'LL STAY,Corinne Michaels,E-Book Fiction,9,4.4,5202.0,0.0,9781942834182,BAAE,2016-07-24,B01J1XWWO8
THE TRIAL,James Patterson with Maxine Paetro,E-Book Fiction,1,4.5,2403.0,4.99,9780316360593,BookShots,2016-07-24,0316317152
MAGIC,Danielle Steel,E-Book Fiction,2,4.6,2628.0,7.99,9781101885574,Delacorte,2016-07-24,B017G7JXRK
WHAT THE DEAD KNOW,Laura Lippman,E-Book Fiction,5,4.1,759.0,10.49,9780061796784,HarperCollins,2016-07-24,B000OI0F6W
MOONSHOT,Alessandra Torre,E-Book Fiction,8,4.5,1024.0,0.0,9781940941776,Alessandra Torre,2016-07-24,B01HTWF1CI
BETRAYAL,Fern Michaels,E-Book Fiction,10,4.6,498.0,4.99,9781420124323,Kensington,2016-07-24,B004NEW516
ATHENA DOCTRINE,John Gerzema and Michael D’Antonio,Combined Print Nonfiction,3,4.4,70.0,25.99,9781118452950,Jossey-Bass,2013-05-05,111845295X
TAKING EVE,Iris Johansen,Combined Print Fiction,9,4.5,1079.0,11.99,9781250019981,St. Martin's Press,2013-05-05,B008RLPPS6
UNSINKABLE,Debbie Reynolds and Dorian Hannaway,Combined Print Nonfiction,9,4.4,1295.0,0.0,9780062213655,Morrow,2013-05-05,B00BW9ZW88
GIVE AND TAKE,Adam Grant,Combined Print Nonfiction,11,4.6,2871.0,13.92,9780670026555,Viking,2013-05-05,0143124986
GREAT DEFORMATION,David Stockman,Combined Print Nonfiction,14,4.5,838.0,21.0,9781586489120,PublicAffairs,2013-05-05,1982160276
MY WAY,Paul Anka with David Dalton,Combined Print Nonfiction,15,4.0,414.0,31.15,9780312381042,St. Martin's Press,2013-05-05,0312381042
KILLING KENNEDY,Bill O'Reilly and Martin Dugard,Combined Print Nonfiction,16,4.6,9963.0,0.0,9780805096668,Holt,2013-05-05,B009KEZN4U
MOM & ME & MOM,Maya Angelou,Combined Print Nonfiction,17,4.7,1813.0,0.0,9781400066117,Random House,2013-05-05,1400066115
MY BELOVED WORLD,Sonia Sotomayor,Combined Print Nonfiction,18,4.6,3352.0,15.26,9780307594884,Knopf,2013-05-05,034580483X
SALT SUGAR FAT,Michael Moss,Combined Print Nonfiction,20,4.6,2067.0,9.99,9781400069804,Random House,2013-05-05,0812982193
NOW YOU SEE HER,James Patterson and Michael Ledwidge,Combined Print Fiction,19,4.5,1784.0,0.0,9781455515516,Vision,2013-05-05,B0058AW35M
THE WITNESS,Nora Roberts,Combined Print Fiction,16,4.7,7896.0,0.0,9780425264768,Berkley,2013-05-05,B007UWOY62
UNINTENDED CONSEQUENCES,Stuart Woods,Combined Print Fiction,17,4.5,1218.0,9.99,9780399159879,Putnam,2013-05-05,B00AFPVOC8
SIX YEARS,Harlan Coben,Combined Print Fiction,18,4.3,6938.0,9.99,9780525953487,Dutton,2013-05-05,B008EKMBW8
SUM IT UP,Pat Head Summitt with Sally Jenkins,Combined Print Nonfiction,18,4.9,1134.0,18.0,9780385346870,Crown Publishing,2013-04-28,0385347057
A HIGHER CALL,Adam Makos with Larry Alexander,Combined Print Nonfiction,16,4.8,8105.0,11.78,9780425252864,Penguin Group,2013-04-28,0425255735
THE LOST YEARS,Mary Higgins Clark,Combined Print Fiction,18,4.5,1494.0,0.0,9781451668926,Simon & Schuster,2013-04-28,B005IGYXFE
DELUSION IN DEATH,J D Robb,Combined Print Fiction,17,4.8,3070.0,7.99,9780425250662,Penguin Group,2013-04-28,B007T8LJO2
STARTING NOW,Debbie Macomber,Combined Print Fiction,16,4.7,1676.0,5.99,9780345528810,Random House Publishing,2013-04-28,B005O1BGRQ
MANUSCRIPT FOUND IN ACCRA,Paulo Coelho,Combined Print Fiction,8,4.6,1282.0,0.0,9780385349833,Knopf Doubleday Publishing,2013-04-28,B00B3Z5Y1G
THE HOST,Stephenie Meyer,Combined Print Fiction,10,4.6,9066.0,8.99,9780316043045,"Little, Brown & Company",2013-04-21,B003IGDD7A
THE WANDERER,Ron Carr,Combined Print Fiction,12,4.6,2359.0,6.99,9780778314479,Harlequin,2013-04-21,B07MTJHNMC
FEVER,Maya Banks,Combined Print Fiction,4,4.3,1674.0,5.99,9780425267066,Penguin Group,2013-04-21,B009NY44LK
WALKING DISASTER,Jamie McGuire,Combined Print Fiction,1,4.5,5067.0,11.59,9781476712987,Simon & Schuster,2013-04-21,1476712980
CLEAN,David Sheff,Combined Print Nonfiction,16,4.6,461.0,14.99,9780547848655,Houghton Mifflin Harcourt,2013-04-21,0544112326
"CARRY ON, WARRIOR",Glennon Doyle Melton,Combined Print Nonfiction,7,4.7,3144.0,0.0,9781451697247,Scribner,2013-04-21,B00BL44W0S
SECRETS OF SILICON VALLEY,Deborah Perry Piscione,Combined Print Nonfiction,10,4.3,63.0,17.99,9780230342118,Palgrave Macmillan,2013-04-21,1137279176
THE GIRLS OF ATOMIC CITY,Denise Kiernan,Combined Print Nonfiction,19,4.4,2122.0,11.09,9781451617528,Touchstone,2013-04-21,1451617534
LET'S PRETEND THIS NEVER HAPPENED,Jenny Lawson,Combined Print Nonfiction,20,4.4,7137.0,10.19,9780425261019,Penguin Group,2013-04-14,0425261018
THOSE ANGRY DAYS,Lynne Olson,Combined Print Nonfiction,16,4.6,586.0,13.62,9781400069743,Random House Publishing,2013-04-14,0812982142
NO EASY DAY,Mark Owen with Kevin Maurer,Combined Print Nonfiction,11,4.6,9270.0,0.0,9780525953722,Penguin Group,2013-04-14,B0095PEFYS
SOUNDTRACK OF MY LIFE,Clive Davis with Anthony DeCurtis,Combined Print Nonfiction,12,4.4,365.0,16.89,9781476714783,Simon & Schuster,2013-04-14,1476714797
KILLING LINCOLN,Bill O'Reilly and Martin Dugard,Combined Print Nonfiction,18,4.7,10574.0,0.0,9780805093070,Holt,2013-04-14,B005PTP0QU
LEAVING EVERYTHING MOST LOVED,Jacqueline Winspear,Combined Print Fiction,9,4.6,1679.0,9.99,9780062049605,HarperCollins Publishers,2013-04-14,B008QXXQOU
SAND CASTLE BAY,Sherryl Woods,Combined Print Fiction,13,4.5,580.0,0.0,9780778314363,Harlequin,2013-04-14,B00BPCON1E
BOSSYPANTS,Tina Fey,Combined Print Nonfiction,17,4.3,7649.0,0.0,9780316056892,"Little, Brown & Company",2013-04-14,B004V6APR2
LIFE OF PI,Yann Martel,Combined Print Fiction,15,4.4,12947.0,8.99,9780156027328,Houghton Mifflin Harcourt,2013-04-14,0156027321
THE STORYTELLER,Jodi Picoult,Combined Print Fiction,17,4.6,11579.0,10.76,9781439102763,Atria/Emily Bestler Books,2013-04-14,1439102775
DEADLOCKED,Charlaine Harris,Combined Print Fiction,18,4.4,3957.0,8.99,9780425256381,Penguin Group,2013-04-14,0425256383
AND THEN SHE FELL,Stephanie Laurens,Combined Print Fiction,19,4.5,405.0,5.99,9780062068644,HarperCollins Publishers,2013-04-14,0062068644
THE GUARDIAN,Beverly Lewis,Combined Print Fiction,20,4.8,724.0,9.99,9780764209796,Bethany House Publishers,2013-04-14,B00AHY0VN0
LOVER AT LAST,J R Ward,Combined Print Fiction,1,4.6,4732.0,8.99,9780451239358,Penguin Group,2013-04-14,B008BM4LZY
"ALEX CROSS, RUN",James Patterson,Combined Print Fiction,7,4.6,5398.0,9.99,9780316097512,"Little, Brown & Company",2013-04-07,B0076DCP16
THE INNOCENT,David Baldacci,Combined Print Fiction,8,4.6,11219.0,0.0,9780446572989,Grand Central Publishing,2013-04-07,B007UWOXKE
A WEEK IN WINTER,Maeve Binchy,Combined Print Fiction,10,4.5,7640.0,8.99,9780307273574,Knopf Doubleday Publishing,2013-04-07,B009MYARTO
SAFE HAVEN,Nicholas Sparks,Combined Print Fiction,12,4.7,10178.0,8.99,9781455523542,Grand Central Publishing,2013-04-07,1455523542
FIFTY SHADES FREED,E L James,Combined Print Fiction,14,4.5,30408.0,0.0,9780345803504,Knopf Doubleday Publishing,2013-04-07,B007UWPAD8
THE PARIS WIFE,Paula McLain,Combined Print Fiction,16,4.4,4879.0,6.95,9780345521316,Random House Publishing,2013-04-07,0345521315
THE SILVER LININGS PLAYBOOK,Matthew Quick,Combined Print Fiction,17,4.4,4728.0,9.69,9780374533571,"Farrar, Straus & Giroux",2013-04-07,0374533571
DEFENDING JACOB,William Landay,Combined Print Fiction,18,4.4,13526.0,9.99,9780440246138,Random House Publishing,2013-04-07,B0050DIWFC
THE STRIKER,Clive Cussler and Justin Scott,Combined Print Fiction,19,4.5,1477.0,9.99,9780399161773,Penguin Group,2013-04-07,B008ON474K
BREAKING POINT,C J Box,Combined Print Fiction,20,4.8,3173.0,25.0,9780399160752,Penguin Group,2013-04-07,0399160752
UNTIL I SAY GOOD-BYE,Susan Spencer-Wendel with Bret Witter,Combined Print Nonfiction,14,4.6,916.0,12.74,9780062241450,HarperCollins Publishers,2013-04-07,0062241478
DRIFT,Rachel Maddow,Combined Print Nonfiction,9,4.7,1766.0,0.0,9780307460998,Crown Publishing,2013-04-07,B007OZVJMW
WILD,Cheryl Strayed,Combined Print Nonfiction,20,4.5,21583.0,9.29,9780307592736,Knopf Doubleday Publishing,2013-03-31,0307476073
DETROIT,Charlie LeDuff,Combined Print Nonfiction,16,4.6,1325.0,0.0,9781594205347,Penguin Group,2013-03-31,B00CDVZIW4
OUTLIERS,Malcolm Gladwell,Combined Print Nonfiction,18,4.7,19028.0,16.99,9780316017930,"Little, Brown & Company",2013-03-31,0316017930
BLOODFIRE QUEST,Terry Brooks,Combined Print Fiction,12,4.6,904.0,0.0,9780345523501,Random House Publishing,2013-03-31,B00B3YK0KC
WOOL,Hugh Howey,Combined Print Fiction,16,4.6,17156.0,9.99,9781476733951,Simon & Schuster,2013-03-31,B088SY4GSD
THE THIEF,Clive Cussler and Justin Scott,Combined Print Fiction,20,4.5,1065.0,9.99,9780425259290,Penguin Group,2013-03-31,B006LU1SBI
FRANCONA,Terry Francona and Dan Shaughnessy,Combined Print Nonfiction,17,4.5,689.0,19.99,9780547928173,Houghton Mifflin Harcourt,2013-03-24,0547928173
DAMN FEW,Rorke Denver and Ellis Henican,Combined Print Nonfiction,16,4.7,829.0,17.12,9781401324797,Hyperion,2013-03-24,1401324797
OUT OF ORDER,Sandra Day O'Connor,Combined Print Nonfiction,15,4.0,168.0,0.0,9780812993929,Random House Publishing,2013-03-24,B00B3Z5VA0
COOLIDGE,Amity Shlaes,Combined Print Nonfiction,13,4.5,1029.0,19.99,9780061967559,HarperCollins Publishers,2013-03-24,0061967599
DAMASCUS COUNTDOWN,Joel C Rosenberg,Combined Print Fiction,9,4.7,2583.0,12.99,9781414319704,Tyndale House Publishers,2013-03-24,B008PX1XHI
THE CHANCE,Karen Kingsbury,Combined Print Fiction,12,4.8,1798.0,9.49,9781451647037,Howard Books,2013-03-24,1451672985
CALCULATED IN DEATH,J D Robb,Combined Print Fiction,13,4.7,3747.0,8.99,9780399158827,Penguin Group,2013-03-24,B008ON43PS
11TH HOUR,James Patterson and Maxine Paetro,Combined Print Fiction,18,4.7,4732.0,9.99,9780446571821,"Little, Brown & Company",2013-03-24,B005S8O7S0
YOU DON’T WANT TO KNOW,Lisa Jackson,Combined Print Fiction,19,4.3,1020.0,4.99,9781420118537,Kensington Publishing,2013-03-24,B00B9I2F5U
THE LAST THRESHOLD,R A Salvatore,Combined Print Fiction,20,4.6,1222.0,0.0,9780786963645,Wizards of the Coast,2013-03-24,B00AXZZ1HO
FROST BURNED,Patricia Briggs,Combined Print Fiction,1,4.8,3554.0,0.0,9780441020010,Penguin Group,2013-03-24,B00BP3FDXA
STAY CLOSE,Harlan Coben,Combined Print Fiction,20,4.4,3238.0,7.99,9780451233967,Penguin Group,2013-03-17,B005GSYXYK
IMMORTAL EVER AFTER,Lynsay Sands,Combined Print Fiction,13,4.8,900.0,7.99,9780062078117,HarperCollins Publishers,2013-03-17,B00AV6FD64
RED VELVET CUPCAKE MURDER,Joanne Fluke,Combined Print Fiction,16,4.6,1460.0,26.94,9780758280343,Kensington Publishing,2013-03-17,0758280343
WHITEY BULGER,Kevin Cullen and Shelley Murphy,Combined Print Nonfiction,16,4.6,479.0,25.61,9780393087727,Norton,2013-03-17,0393087727
THE VATICAN DIARIES,John Thavis,Combined Print Nonfiction,20,4.2,303.0,14.99,9780670026715,Penguin Group,2013-03-17,B008EKOJZK
GOING CLEAR,Lawrence Wright,Combined Print Nonfiction,17,4.4,2111.0,0.0,9780307700667,Knopf Doubleday Publishing,2013-03-17,B00AYLFLCM
BEHIND THE BEAUTIFUL FOREVERS,Katherine Boo,Combined Print Nonfiction,18,4.3,3540.0,10.18,9781400067558,Random House Publishing,2013-03-17,081297932X
THOMAS JEFFERSON,Jon Meacham,Combined Print Nonfiction,20,4.6,2700.0,16.99,9781400067664,Random House Publishing,2013-03-10,B0089EHKE8
THE LANGUAGE OF FLOWERS,Vanessa Diffenbaugh,Combined Print Fiction,18,4.5,7269.0,10.99,9780345525550,Random House Publishing,2013-03-10,0345525558
THE DINNER,Herman Koch,Combined Print Fiction,17,3.5,3904.0,14.49,9780770437855,Crown Publishing,2013-03-10,0385346859
THE HARBINGER,Jonathan Cahn,Combined Print Fiction,15,4.8,561.0,21.26,9781616386108,FrontLine,2013-03-10,0736980172
TENTH OF DECEMBER,George Saunders,Combined Print Fiction,13,3.9,1960.0,11.29,9780812993806,Random House Publishing,2013-03-10,0812984250
GUILT,Jonathan Kellerman,Combined Print Fiction,12,4.4,1671.0,9.99,9780345505736,Random House Publishing,2013-03-10,B009QJNRZQ
A MEMORY OF LIGHT,Robert Jordan and Brandon Sanderson,Combined Print Fiction,10,4.8,9284.0,0.0,9780765325952,Tom Doherty,2013-03-10,B00A2ZHF3I
WARM BODIES,Isaac Marion,Combined Print Fiction,19,4.6,3000.0,11.2,9781476717463,Atria/Emily Bestler Books,2013-03-10,147671746X
DEATH COMES TO PEMBERLEY,P D James,Combined Print Fiction,20,3.8,2483.0,0.0,9780307950659,Knopf Doubleday Publishing,2013-03-10,B006IL6WPM
WHY PRIESTS?,Garry Wills,Combined Print Nonfiction,19,4.0,213.0,16.37,9780670024872,Penguin Group,2013-03-10,0670024872
DRINKING AND TWEETING,Brandi Glanville with Leslie Bruce,Combined Print Nonfiction,18,4.5,2813.0,0.0,9781476707624,Gallery Books,2013-03-10,B086MCR16D
LONG SHOT,Mike Piazza with Lonnie Wheeler,Combined Print Nonfiction,17,4.2,193.0,0.0,9781439150221,Simon & Schuster,2013-03-10,B00B9F9ZCY
LADY ALMINA AND THE REAL DOWNTON ABBEY,The Countess of Carnarvon,Combined Print Nonfiction,13,4.5,2493.0,14.99,9780770435622,Broadway Books,2013-03-10,0770435629
TOUCH AND GO,Lisa Gardner,Combined Print Fiction,18,4.6,2362.0,0.0,9780525953074,Penguin Group,2013-03-03,B00AYKHRO8
PRIVATE BERLIN,James Patterson and Mark Sullivan,Combined Print Fiction,13,4.4,2798.0,9.99,9780316211178,"Little, Brown & Company",2013-03-03,B007ZFIOUG
SUSPECT,Robert Crais,Combined Print Fiction,17,4.6,3373.0,8.99,9780399161483,Penguin Group,2013-03-03,B008RCZLNO
THE NIGHT RANGER,Alex Berenson,Combined Print Fiction,20,4.4,732.0,9.99,9780399159725,Penguin Group,2013-03-03,B008U45VZC
TO SELL IS HUMAN,Daniel H Pink,Combined Print Nonfiction,18,4.5,2180.0,0.0,9781594487156,Penguin Group,2013-03-03,B00AE9V9MA
REMEMBERING WHITNEY,Cissy Houston with Lisa Dickey,Combined Print Nonfiction,14,4.5,1037.0,0.0,9780062238399,HarperCollins Publishers,2013-03-03,B00AZMGGAQ
TEAM OF RIVALS,Doris Kearns Goodwin,Combined Print Nonfiction,20,4.8,5759.0,0.0,9780743270755,Simon & Schuster,2013-03-03,B00518Z5DS
FUTURE,Al Gore,Combined Print Nonfiction,6,4.4,326.0,19.93,9780812992946,Random House Publishing,2013-03-03,0812992946
BETRAYAL,Danielle Steel,Combined Print Fiction,17,4.6,2222.0,7.99,9780440245223,Random House Publishing,2013-02-24,B005BUG6TI
KILL ME IF YOU CAN,James Patterson and Marshall Karp,Combined Print Fiction,19,4.5,1429.0,9.99,9780446571869,"Little, Brown & Company",2013-02-24,B00495ZCQ4
UNTIL THE END OF TIME,Danielle Steel,Combined Print Fiction,10,4.5,883.0,12.99,9780345530882,Random House Publishing,2013-02-24,1478319429
RUSH,Maya Banks,Combined Print Fiction,18,4.2,2443.0,7.99,9780425267042,Penguin Group,2013-02-24,B00AI5APLQ
A DEEPER LOVE INSIDE,Sister Souljah,Combined Print Fiction,20,4.6,7330.0,11.49,9781439165317,Simon & Schuster,2013-02-24,1439165327
BEYOND BELIEF,Jenna Miscavige Hill with Lisa Pulitzer,Combined Print Nonfiction,12,4.4,3411.0,0.0,9780062248473,HarperCollins Publishers,2013-02-24,B00B9E5GQ4
THEORETICAL MINIMUM,Leonard Susskind,Combined Print Nonfiction,15,4.3,637.0,16.68,9780465028115,Basic Books,2013-02-24,0465075681
THE POWER OF HABIT,Charles Duhigg,Combined Print Nonfiction,16,4.6,18622.0,0.0,9781400069286,Random House Publishing,2013-02-24,B007EJSMC8
TEN YEARS LATER,Hoda Kotb with Jane Lorenzini,Combined Print Nonfiction,17,4.5,327.0,17.14,9781451656039,Simon & Schuster,2013-02-24,1451656033
THE WORLD UNTIL YESTERDAY,Jared Diamond,Combined Print Nonfiction,20,4.3,711.0,0.0,9780670024810,Penguin Group,2013-02-24,B00AE9V8QW
ENGINEERS OF VICTORY,Paul Kennedy,Combined Print Nonfiction,17,4.2,493.0,11.99,9781400067619,Random House Publishing,2013-02-17,B004J4WNMG
HITMAKER,Tommy Mottola with Cal Fussman,Combined Print Nonfiction,5,4.0,78.0,0.0,9780446585187,Grand Central Publishing,2013-02-17,B00B90MIUA
SPEAKING FROM AMONG THE BONES,Alan Bradley,Combined Print Fiction,14,4.8,1021.0,4.99,9780385344036,Random House Publishing,2013-02-17,B008ZPG8XK
THE FIFTH ASSASSIN,Brad Meltzer,Combined Print Fiction,16,4.2,1264.0,7.99,9780446553971,Grand Central Publishing,2013-02-17,B007ZFIW44
PRIVATE: #1 SUSPECT,James Patterson and Maxine Paetro,Combined Print Fiction,16,4.5,2068.0,15.79,9780446571784,Grand Central,2013-02-10,0446571784
THE TWELVE TRIBES OF HATTIE,Ayana Mathis,Combined Print Fiction,18,4.2,2201.0,0.0,9780385350280,Knopf Doubleday Publishing,2013-02-10,B00AIAL89E
THE RACKETEER,John Grisham,Combined Print Fiction,17,4.4,20387.0,0.0,9780385535144,Knopf Doubleday Publishing,2013-02-10,B009UX6DYA
THE THIRD BULLET,Stephen Hunter,Combined Print Fiction,15,4.1,1551.0,8.99,9781451640205,Simon & Schuster,2013-02-10,B006VFZPBW
EVER AFTER,Kim Harrison,Combined Print Fiction,7,4.8,1972.0,0.0,9780061957918,HarperCollins Publishers,2013-02-10,B00A2ZIP0A
MY SHARE OF THE TASK,Stanley McChrystal,Combined Print Nonfiction,14,4.5,838.0,21.0,9781591844754,Penguin Group,2013-02-10,1982160276
THE DUDE AND THE ZEN MASTER,Jeff Bridges and Bernie Glassman,Combined Print Nonfiction,16,4.5,471.0,25.03,9780399161643,Penguin Group,2013-02-10,0399161643
THE IMMORTAL LIFE OF HENRIETTA LACKS,Rebecca Skloot,Combined Print Nonfiction,17,4.7,15606.0,12.1,9781400052189,Crown Publishing,2013-02-10,1400052181
TOTAL FRAT MOVE,W R Bolen and the creators of TotalFratMovecom,Combined Print Nonfiction,11,4.5,227.0,13.18,9781455515035,Grand Central Publishing,2013-02-03,1455515035
AN INVISIBLE THREAD,Laura L Schroff,Combined Print Nonfiction,19,4.6,4042.0,14.49,9781451648973,Howard Books,2013-02-03,1451648979
STANDING IN ANOTHER MAN'S GRAVE,Ian Rankin,Combined Print Fiction,20,4.4,2461.0,10.99,9780316224581,"Little, Brown & Company",2013-02-03,B008ASGP3U
BARED TO YOU,Sylvia Day,Combined Print Fiction,19,4.4,13002.0,3.99,9780425263907,Berkley,2013-02-03,B00846REIS
ODD INTERLUDE,Dean Koontz,Combined Print Fiction,17,4.7,2057.0,0.0,9780345536594,Random House Publishing,2013-02-03,B00AIXB44K
MRS. LINCOLN'S DRESSMAKER,Jennifer Chiaverini,Combined Print Fiction,12,4.3,3143.0,0.0,9780525953616,Penguin Group,2013-02-03,0142180351
THE HUSBAND LIST,Janet Evanovich and Dorien Kelly,Combined Print Fiction,11,4.3,570.0,11.99,9780312651329,St. Martin's Press,2013-01-27,B008E50MPQ
1356,Bernard Cornwell,Combined Print Fiction,19,4.5,2804.0,12.49,9780061969676,HarperCollins Publishers,2013-01-27,B008QY26MC
DREAM EYES,Jayne Ann Krentz,Combined Print Fiction,16,4.6,782.0,8.99,9780399158957,Penguin Group,2013-01-27,B008ON434Y
THE BLOOD GOSPEL,James Rollins and Rebecca Cantrell,Combined Print Fiction,14,4.4,1780.0,9.99,9780061991042,HarperCollins Publishers,2013-01-27,B0089LOGDE
COLLATERAL DAMAGE,Stuart Woods,Combined Print Fiction,10,4.5,1048.0,9.99,9780399159862,Penguin Group,2013-01-27,B008U4BT62
KINSEY AND ME,Sue Grafton,Combined Print Fiction,8,4.3,801.0,0.0,9780399163838,Penguin Group,2013-01-27,B00AWQ0E80
THE SIGNAL AND THE NOISE,Nate Silver,Combined Print Nonfiction,17,4.5,1815.0,11.99,9781594204111,Penguin Group,2013-01-27,B007V65R54
REFLECTED IN YOU,Sylvia Day,Combined Print Fiction,19,4.6,11333.0,5.99,9780425263914,Penguin Group,2013-01-20,B008673ZAQ
SHADOW WOMAN,Linda Howard,Combined Print Fiction,20,4.5,930.0,7.99,9780345506931,Random House Publishing,2013-01-20,B007PFDGRC
CROSS ROADS,Wm Paul Young,Combined Print Fiction,16,4.6,3107.0,15.48,9781455516049,FaithWords,2013-01-20,1455516023
THREAT VECTOR,Tom Clancy with Mark Greaney,Combined Print Fiction,14,4.5,4821.0,0.0,9780399160455,Penguin Group,2013-01-20,B00A9W67VK
THE FORGOTTEN,David Baldacci,Combined Print Fiction,13,4.5,9752.0,11.99,9780446573054,Grand Central Publishing,2013-01-20,B0087K43LW
EMPIRE AND HONOR,W E B Griffin and William E Butterworth IV,Combined Print Fiction,7,4.5,1063.0,9.99,9780399160660,Penguin Group,2013-01-20,B00AEDDQUY
HOW CHILDREN SUCCEED,Paul Tough,Combined Print Nonfiction,19,4.5,1612.0,8.35,9780547564654,Houghton Mifflin Harcourt,2013-01-20,0544104404
ROLL ME UP AND SMOKE ME WHEN I DIE,Willie Nelson,Combined Print Nonfiction,17,4.5,968.0,34.0,9780062193643,HarperCollins Publishers,2013-01-20,0062193643
QUIET,Susan Cain,Combined Print Nonfiction,15,4.6,16475.0,7.73,9780307352149,Crown Publishing,2013-01-20,0307352153
