rank,primary_isbn10,primary_isbn13,publisher,title,author,category,pub_date
20,0786963646,9780786963645,Wizards of the Coast,THE LAST THRESHOLD,R A Salvatore,Combined Print Fiction,2013-03-24
1,0399158820,9780399158827,Penguin Group,CALCULATED IN DEATH,J D Robb,Combined Print Fiction,2013-03-17
2,1439102767,9781439102763,Atria/Emily Bestler Books,THE STORYTELLER,Jodi Picoult,Combined Print Fiction,2013-03-17
3,0316097519,9780316097512,"Little, Brown & Company","ALEX CROSS, RUN",James Patterson,Combined Print Fiction,2013-03-17
4,0446547573,9780446547574,Grand Central Publishing,SAFE HAVEN,Nicholas Sparks,Combined Print Fiction,2013-03-17
5,0345803485,9780345803481,Knopf Doubleday Publishing,FIFTY SHADES OF GREY,E L James,Combined Print Fiction,2013-03-17
6,0156027321,9780156027328,Houghton Mifflin Harcourt,LIFE OF PI,Yann Martel,Combined Print Fiction,2013-03-17
7,030758836X,9780307588364,Crown Publishing,GONE GIRL,Gillian Flynn,Combined Print Fiction,2013-03-17
8,0307273571,9780307273574,Knopf Doubleday Publishing,A WEEK IN WINTER,Maeve Binchy,Combined Print Fiction,2013-03-17
9,0446572985,9780446572989,Grand Central Publishing,THE INNOCENT,David Baldacci,Combined Print Fiction,2013-03-17
10,0345803493,9780345803498,Knopf Doubleday Publishing,FIFTY SHADES DARKER,E L James,Combined Print Fiction,2013-03-17
11,044024613X,9780440246138,Random House Publishing,DEFENDING JACOB,William Landay,Combined Print Fiction,2013-03-17
12,0345803507,9780345803504,Knopf Doubleday Publishing,FIFTY SHADES FREED,E L James,Combined Print Fiction,2013-03-17
13,0062078119,9780062078117,HarperCollins Publishers,IMMORTAL EVER AFTER,Lynsay Sands,Combined Print Fiction,2013-03-17
14,0446571822,9780446571821,"Little, Brown & Company",11TH HOUR,James Patterson and Maxine Paetro,Combined Print Fiction,2013-03-17
15,0374533571,9780374533571,"Farrar, Straus & Giroux",THE SILVER LININGS PLAYBOOK,Matthew Quick,Combined Print Fiction,2013-03-17
16,0758280343,9780758280343,Kensington Publishing,RED VELVET CUPCAKE MURDER,Joanne Fluke,Combined Print Fiction,2013-03-17
17,0345521315,9780345521316,Random House Publishing,THE PARIS WIFE,Paula McLain,Combined Print Fiction,2013-03-17
18,1420118536,9781420118537,Kensington Publishing,YOU DON’T WANT TO KNOW,Lisa Jackson,Combined Print Fiction,2013-03-17
19,0307346617,9780307346612,Crown Publishing,WORLD WAR Z,Max Brooks,Combined Print Fiction,2013-03-17
20,0451233964,9780451233967,Penguin Group,STAY CLOSE,Harlan Coben,Combined Print Fiction,2013-03-17
1,0316097519,9780316097512,"Little, Brown & Company","ALEX CROSS, RUN",James Patterson,Combined Print Fiction,2013-03-10
2,0446547573,9780446547574,Grand Central Publishing,SAFE HAVEN,Nicholas Sparks,Combined Print Fiction,2013-03-10
3,0345803485,9780345803481,Knopf Doubleday Publishing,FIFTY SHADES OF GREY,E L James,Combined Print Fiction,2013-03-10
4,0307273571,9780307273574,Knopf Doubleday Publishing,A WEEK IN WINTER,Maeve Binchy,Combined Print Fiction,2013-03-10
5,030758836X,9780307588364,Crown Publishing,GONE GIRL,Gillian Flynn,Combined Print Fiction,2013-03-10
6,0345803493,9780345803498,Knopf Doubleday Publishing,FIFTY SHADES DARKER,E L James,Combined Print Fiction,2013-03-10
7,0345803507,9780345803504,Knopf Doubleday Publishing,FIFTY SHADES FREED,E L James,Combined Print Fiction,2013-03-10
8,0451233964,9780451233967,Penguin Group,STAY CLOSE,Harlan Coben,Combined Print Fiction,2013-03-10
9,0156027321,9780156027328,Houghton Mifflin Harcourt,LIFE OF PI,Yann Martel,Combined Print Fiction,2013-03-10
10,0765325950,9780765325952,Tom Doherty,A MEMORY OF LIGHT,Robert Jordan and Brandon Sanderson,Combined Print Fiction,2013-03-10
11,0345521315,9780345521316,Random House Publishing,THE PARIS WIFE,Paula McLain,Combined Print Fiction,2013-03-10
12,0345505735,9780345505736,Random House Publishing,GUILT,Jonathan Kellerman,Combined Print Fiction,2013-03-10
13,0812993802,9780812993806,Random House Publishing,TENTH OF DECEMBER,George Saunders,Combined Print Fiction,2013-03-10
14,0374533571,9780374533571,"Farrar, Straus & Giroux",THE SILVER LININGS PLAYBOOK,Matthew Quick,Combined Print Fiction,2013-03-10
15,161638610X,9781616386108,FrontLine,THE HARBINGER,Jonathan Cahn,Combined Print Fiction,2013-03-10
16,0307346617,9780307346612,Crown Publishing,WORLD WAR Z,Max Brooks,Combined Print Fiction,2013-03-10
17,0770437850,9780770437855,Crown Publishing,THE DINNER,Herman Koch,Combined Print Fiction,2013-03-10
18,0345525558,9780345525550,Random House Publishing,THE LANGUAGE OF FLOWERS,Vanessa Diffenbaugh,Combined Print Fiction,2013-03-10
19,147671746X,9781476717463,Atria/Emily Bestler Books,WARM BODIES,Isaac Marion,Combined Print Fiction,2013-03-10
20,0307950654,9780307950659,Knopf Doubleday Publishing,DEATH COMES TO PEMBERLEY,P D James,Combined Print Fiction,2013-03-10
1,0446547573,9780446547574,Grand Central Publishing,SAFE HAVEN,Nicholas Sparks,Combined Print Fiction,2013-03-03
2,0307273571,9780307273574,Knopf Doubleday Publishing,A WEEK IN WINTER,Maeve Binchy,Combined Print Fiction,2013-03-03
3,0345803485,9780345803481,Knopf Doubleday Publishing,FIFTY SHADES OF GREY,E L James,Combined Print Fiction,2013-03-03
4,030758836X,9780307588364,Crown Publishing,GONE GIRL,Gillian Flynn,Combined Print Fiction,2013-03-03
5,0812993802,9780812993806,Random House Publishing,TENTH OF DECEMBER,George Saunders,Combined Print Fiction,2013-03-03
6,0345505735,9780345505736,Random House Publishing,GUILT,Jonathan Kellerman,Combined Print Fiction,2013-03-03
7,0345803493,9780345803498,Knopf Doubleday Publishing,FIFTY SHADES DARKER,E L James,Combined Print Fiction,2013-03-03
8,0345803507,9780345803504,Knopf Doubleday Publishing,FIFTY SHADES FREED,E L James,Combined Print Fiction,2013-03-03
9,0765325950,9780765325952,Tom Doherty,A MEMORY OF LIGHT,Robert Jordan and Brandon Sanderson,Combined Print Fiction,2013-03-03
10,0345521315,9780345521316,Random House Publishing,THE PARIS WIFE,Paula McLain,Combined Print Fiction,2013-03-03
11,0156027321,9780156027328,Houghton Mifflin Harcourt,LIFE OF PI,Yann Martel,Combined Print Fiction,2013-03-03
12,161638610X,9781616386108,FrontLine,THE HARBINGER,Jonathan Cahn,Combined Print Fiction,2013-03-03
13,0316211176,9780316211178,"Little, Brown & Company",PRIVATE BERLIN,James Patterson and Mark Sullivan,Combined Print Fiction,2013-03-03
14,0307346617,9780307346612,Crown Publishing,WORLD WAR Z,Max Brooks,Combined Print Fiction,2013-03-03
15,147671746X,9781476717463,Atria/Emily Bestler Books,WARM BODIES,Isaac Marion,Combined Print Fiction,2013-03-03
16,0374533571,9780374533571,"Farrar, Straus & Giroux",THE SILVER LININGS PLAYBOOK,Matthew Quick,Combined Print Fiction,2013-03-03
17,0399161481,9780399161483,Penguin Group,SUSPECT,Robert Crais,Combined Print Fiction,2013-03-03
18,0525953078,9780525953074,Penguin Group,TOUCH AND GO,Lisa Gardner,Combined Print Fiction,2013-03-03
19,0770437850,9780770437855,Crown Publishing Group,THE DINNER,Herman Koch,Combined Print Fiction,2013-03-03
20,039915972X,9780399159725,Penguin Group,THE NIGHT RANGER,Alex Berenson,Combined Print Fiction,2013-03-03
1,0446547573,9780446547574,Grand Central Publishing,SAFE HAVEN,Nicholas Sparks,Combined Print Fiction,2013-02-24
2,0345803485,9780345803481,Knopf Doubleday Publishing,FIFTY SHADES OF GREY,E L James,Combined Print Fiction,2013-02-24
3,030758836X,9780307588364,Crown Publishing,GONE GIRL,Gillian Flynn,Combined Print Fiction,2013-02-24
4,0812993802,9780812993806,Random House Publishing,TENTH OF DECEMBER,George Saunders,Combined Print Fiction,2013-02-24
5,0765325950,9780765325952,Tom Doherty,A MEMORY OF LIGHT,Robert Jordan and Brandon Sanderson,Combined Print Fiction,2013-02-24
6,0345803493,9780345803498,Knopf Doubleday Publishing,FIFTY SHADES DARKER,E L James,Combined Print Fiction,2013-02-24
7,0525953078,9780525953074,Penguin Group,TOUCH AND GO,Lisa Gardner,Combined Print Fiction,2013-02-24
8,0345803507,9780345803504,Knopf Doubleday Publishing,FIFTY SHADES FREED,E L James,Combined Print Fiction,2013-02-24
9,0316211176,9780316211178,"Little, Brown & Company",PRIVATE BERLIN,James Patterson and Mark Sullivan,Combined Print Fiction,2013-02-24
10,0345530888,9780345530882,Random House Publishing,UNTIL THE END OF TIME,Danielle Steel,Combined Print Fiction,2013-02-24
11,147671746X,9781476717463,Atria/Emily Bestler Books,WARM BODIES,Isaac Marion,Combined Print Fiction,2013-02-24
12,0345521315,9780345521316,Random House Publishing,THE PARIS WIFE,Paula McLain,Combined Print Fiction,2013-02-24
13,0156027321,9780156027328,Houghton Mifflin Harcourt,LIFE OF PI,Yann Martel,Combined Print Fiction,2013-02-24
14,161638610X,9781616386108,FrontLine,THE HARBINGER,Jonathan Cahn,Combined Print Fiction,2013-02-24
15,0307346617,9780307346612,Crown Publishing,WORLD WAR Z,Max Brooks,Combined Print Fiction,2013-02-24
16,0399161481,9780399161483,Penguin Group,SUSPECT,Robert Crais,Combined Print Fiction,2013-02-24
17,0440245222,9780440245223,Random House Publishing,BETRAYAL,Danielle Steel,Combined Print Fiction,2013-02-24
18,0425267040,9780425267042,Penguin Group,RUSH,Maya Banks,Combined Print Fiction,2013-02-24
19,0446571865,9780446571869,"Little, Brown & Company",KILL ME IF YOU CAN,James Patterson and Marshall Karp,Combined Print Fiction,2013-02-24
20,1439165319,9781439165317,Simon & Schuster,A DEEPER LOVE INSIDE,Sister Souljah,Combined Print Fiction,2013-02-24
1,0446547573,9780446547574,Grand Central Publishing,SAFE HAVEN,Nicholas Sparks,Combined Print Fiction,2013-02-17
2,0345530888,9780345530882,Random House Publishing,UNTIL THE END OF TIME,Danielle Steel,Combined Print Fiction,2013-02-17
3,0345803485,9780345803481,Knopf Doubleday Publishing,FIFTY SHADES OF GREY,E L James,Combined Print Fiction,2013-02-17
4,030758836X,9780307588364,Crown Publishing,GONE GIRL,Gillian Flynn,Combined Print Fiction,2013-02-17
5,0765325950,9780765325952,Tom Doherty,A MEMORY OF LIGHT,Robert Jordan and Brandon Sanderson,Combined Print Fiction,2013-02-17
6,0316211176,9780316211178,"Little, Brown & Company",PRIVATE BERLIN,James Patterson and Mark Sullivan,Combined Print Fiction,2013-02-17
7,0812993802,9780812993806,Random House Publishing,TENTH OF DECEMBER,George Saunders,Combined Print Fiction,2013-02-17
8,0399161481,9780399161483,Penguin Group,SUSPECT,Robert Crais,Combined Print Fiction,2013-02-17
9,0345803493,9780345803498,Knopf Doubleday Publishing,FIFTY SHADES DARKER,E L James,Combined Print Fiction,2013-02-17
10,0345803507,9780345803504,Knopf Doubleday Publishing,FIFTY SHADES FREED,E L James,Combined Print Fiction,2013-02-17
11,0156027321,9780156027328,Houghton Mifflin Harcourt,LIFE OF PI,Yann Martel,Combined Print Fiction,2013-02-17
12,1439165319,9781439165317,Simon & Schuster,A DEEPER LOVE INSIDE,Sister Souljah,Combined Print Fiction,2013-02-17
13,0345521315,9780345521316,Random House Publishing,THE PARIS WIFE,Paula McLain,Combined Print Fiction,2013-02-17
14,0385344031,9780385344036,Random House Publishing,SPEAKING FROM AMONG THE BONES,Alan Bradley,Combined Print Fiction,2013-02-17
15,161638610X,9781616386108,FrontLine,THE HARBINGER,Jonathan Cahn,Combined Print Fiction,2013-02-17
16,0446553972,9780446553971,Grand Central Publishing,THE FIFTH ASSASSIN,Brad Meltzer,Combined Print Fiction,2013-02-17
17,147671746X,9781476717463,Atria/Emily Bestler Books,WARM BODIES,Isaac Marion,Combined Print Fiction,2013-02-17
18,0374533571,9780374533571,"Farrar, Straus & Giroux",THE SILVER LININGS PLAYBOOK,Matthew Quick,Combined Print Fiction,2013-02-17
19,0440245222,9780440245223,Random House Publishing,BETRAYAL,Danielle Steel,Combined Print Fiction,2013-02-17
20,0307950654,9780307950659,Knopf Doubleday Publishing,DEATH COMES TO PEMBERLEY,P D James,Combined Print Fiction,2013-02-17
1,0316211176,9780316211178,"Little, Brown & Company",PRIVATE BERLIN,James Patterson and Mark Sullivan,Combined Print Fiction,2013-02-10
2,0765325950,9780765325952,Tom Doherty,A MEMORY OF LIGHT,Robert Jordan and Brandon Sanderson,Combined Print Fiction,2013-02-10
3,0399161481,9780399161483,Penguin Group,SUSPECT,Robert Crais,Combined Print Fiction,2013-02-10
4,030758836X,9780307588364,Crown Publishing,GONE GIRL,Gillian Flynn,Combined Print Fiction,2013-02-10
5,0345803485,9780345803481,Knopf Doubleday Publishing,FIFTY SHADES OF GREY,E L James,Combined Print Fiction,2013-02-10
6,0446547573,9780446547574,Grand Central Publishing,SAFE HAVEN,Nicholas Sparks,Combined Print Fiction,2013-02-10
7,0061957917,9780061957918,HarperCollins Publishers,EVER AFTER,Kim Harrison,Combined Print Fiction,2013-02-10
8,0345803493,9780345803498,Knopf Doubleday Publishing,FIFTY SHADES DARKER,E L James,Combined Print Fiction,2013-02-10
9,0345803507,9780345803504,Knopf Doubleday Publishing,FIFTY SHADES FREED,E L James,Combined Print Fiction,2013-02-10
10,0812993802,9780812993806,Random House Publishing,TENTH OF DECEMBER,George Saunders,Combined Print Fiction,2013-02-10
11,0446553972,9780446553971,Grand Central Publishing,THE FIFTH ASSASSIN,Brad Meltzer,Combined Print Fiction,2013-02-10
12,0156027321,9780156027328,Houghton Mifflin Harcourt,LIFE OF PI,Yann Martel,Combined Print Fiction,2013-02-10
13,0345521315,9780345521316,Random House Publishing,THE PARIS WIFE,Paula McLain,Combined Print Fiction,2013-02-10
14,0307950654,9780307950659,Knopf Doubleday Publishing,DEATH COMES TO PEMBERLEY,P D James,Combined Print Fiction,2013-02-10
15,145164020X,9781451640205,Simon & Schuster,THE THIRD BULLET,Stephen Hunter,Combined Print Fiction,2013-02-10
16,0446571784,9780446571784,Grand Central,PRIVATE: #1 SUSPECT,James Patterson and Maxine Paetro,Combined Print Fiction,2013-02-10
17,0385535147,9780385535144,Knopf Doubleday Publishing,THE RACKETEER,John Grisham,Combined Print Fiction,2013-02-10
18,0385350287,9780385350280,Knopf Doubleday Publishing,THE TWELVE TRIBES OF HATTIE,Ayana Mathis,Combined Print Fiction,2013-02-10
19,0307346617,9780307346612,Crown Publishing,WORLD WAR Z,Max Brooks,Combined Print Fiction,2013-02-10
20,161638610X,9781616386108,FrontLine,THE HARBINGER,Jonathan Cahn,Combined Print Fiction,2013-02-10
1,0765325950,9780765325952,Tom Doherty,A MEMORY OF LIGHT,Robert Jordan and Brandon Sanderson,Combined Print Fiction,2013-02-03
2,0345803485,9780345803481,Knopf Doubleday Publishing,FIFTY SHADES OF GREY,E L James,Combined Print Fiction,2013-02-03
3,030758836X,9780307588364,Crown Publishing,GONE GIRL,Gillian Flynn,Combined Print Fiction,2013-02-03
4,0446553972,9780446553971,Grand Central Publishing,THE FIFTH ASSASSIN,Brad Meltzer,Combined Print Fiction,2013-02-03
5,0812993802,9780812993806,Random House Publishing,TENTH OF DECEMBER,George Saunders,Combined Print Fiction,2013-02-03
6,0446547573,9780446547574,Grand Central Publishing,SAFE HAVEN,Nicholas Sparks,Combined Print Fiction,2013-02-03
7,0345803493,9780345803498,Knopf Doubleday Publishing,FIFTY SHADES DARKER,E L James,Combined Print Fiction,2013-02-03
8,0345803507,9780345803504,Knopf Doubleday Publishing,FIFTY SHADES FREED,E L James,Combined Print Fiction,2013-02-03
9,145164020X,9781451640205,Simon & Schuster,THE THIRD BULLET,Stephen Hunter,Combined Print Fiction,2013-02-03
10,0156027321,9780156027328,Houghton Mifflin Harcourt,LIFE OF PI,Yann Martel,Combined Print Fiction,2013-02-03
11,0345521315,9780345521316,Random House Publishing,THE PARIS WIFE,Paula McLain,Combined Print Fiction,2013-02-03
12,0525953612,9780525953616,Penguin Group,MRS. LINCOLN'S DRESSMAKER,Jennifer Chiaverini,Combined Print Fiction,2013-02-03
13,0385535147,9780385535144,Knopf Doubleday Publishing,THE RACKETEER,John Grisham,Combined Print Fiction,2013-02-03
14,0385350287,9780385350280,Knopf Doubleday Publishing,THE TWELVE TRIBES OF HATTIE,Ayana Mathis,Combined Print Fiction,2013-02-03
15,0307950654,9780307950659,Knopf Doubleday Publishing,DEATH COMES TO PEMBERLEY,P D James,Combined Print Fiction,2013-02-03
16,0307346617,9780307346612,Crown Publishing,WORLD WAR Z,Max Brooks,Combined Print Fiction,2013-02-03
17,0345536592,9780345536594,Random House Publishing,ODD INTERLUDE,Dean Koontz,Combined Print Fiction,2013-02-03
18,0446571784,9780446571784,Grand Central,PRIVATE: #1 SUSPECT,James Patterson and Maxine Paetro,Combined Print Fiction,2013-02-03
19,0425263908,9780425263907,Berkley,BARED TO YOU,Sylvia Day,Combined Print Fiction,2013-02-03
20,0316224588,9780316224581,"Little, Brown & Company",STANDING IN ANOTHER MAN'S GRAVE,Ian Rankin,Combined Print Fiction,2013-02-03
1,0765325950,9780765325952,Tom Doherty,A MEMORY OF LIGHT,Robert Jordan and Brandon Sanderson,Combined Print Fiction,2013-01-27
2,030758836X,9780307588364,Crown Publishing,GONE GIRL,Gillian Flynn,Combined Print Fiction,2013-01-27
3,0345803485,9780345803481,Knopf Doubleday Publishing,FIFTY SHADES OF GREY,E L James,Combined Print Fiction,2013-01-27
4,0812993802,9780812993806,Random House Publishing,TENTH OF DECEMBER,George Saunders,Combined Print Fiction,2013-01-27
5,0345803493,9780345803498,Knopf Doubleday Publishing,FIFTY SHADES DARKER,E L James,Combined Print Fiction,2013-01-27
6,0446547573,9780446547574,Grand Central Publishing,SAFE HAVEN,Nicholas Sparks,Combined Print Fiction,2013-01-27
7,0345803507,9780345803504,Knopf Doubleday Publishing,FIFTY SHADES FREED,E L James,Combined Print Fiction,2013-01-27
8,0399163832,9780399163838,Penguin Group,KINSEY AND ME,Sue Grafton,Combined Print Fiction,2013-01-27
9,0156027321,9780156027328,Houghton Mifflin Harcourt,LIFE OF PI,Yann Martel,Combined Print Fiction,2013-01-27
10,039915986X,9780399159862,Penguin Group,COLLATERAL DAMAGE,Stuart Woods,Combined Print Fiction,2013-01-27
11,0312651325,9780312651329,St. Martin's Press,THE HUSBAND LIST,Janet Evanovich and Dorien Kelly,Combined Print Fiction,2013-01-27
12,0345521315,9780345521316,Random House Publishing,THE PARIS WIFE,Paula McLain,Combined Print Fiction,2013-01-27
13,0385350287,9780385350280,Knopf Doubleday Publishing,THE TWELVE TRIBES OF HATTIE,Ayana Mathis,Combined Print Fiction,2013-01-27
14,006199104X,9780061991042,HarperCollins Publishers,THE BLOOD GOSPEL,James Rollins and Rebecca Cantrell,Combined Print Fiction,2013-01-27
15,0385535147,9780385535144,Knopf Doubleday Publishing,THE RACKETEER,John Grisham,Combined Print Fiction,2013-01-27
16,0399158952,9780399158957,Penguin Group,DREAM EYES,Jayne Ann Krentz,Combined Print Fiction,2013-01-27
17,0307950654,9780307950659,Knopf Doubleday Publishing,DEATH COMES TO PEMBERLEY,P D James,Combined Print Fiction,2013-01-27
18,0307346617,9780307346612,Crown Publishing,WORLD WAR Z,Max Brooks,Combined Print Fiction,2013-01-27
19,0061969672,9780061969676,HarperCollins Publishers,1356,Bernard Cornwell,Combined Print Fiction,2013-01-27
20,0345536592,9780345536594,Random House Publishing,ODD INTERLUDE,Dean Koontz,Combined Print Fiction,2013-01-27
1,0345803485,9780345803481,Knopf Doubleday Publishing,FIFTY SHADES OF GREY,E L James,Combined Print Fiction,2013-01-20
2,030758836X,9780307588364,Crown Publishing,GONE GIRL,Gillian Flynn,Combined Print Fiction,2013-01-20
3,0446547573,9780446547574,Grand Central Publishing,SAFE HAVEN,Nicholas Sparks,Combined Print Fiction,2013-01-20
4,0345803493,9780345803498,Knopf Doubleday Publishing,FIFTY SHADES DARKER,E L James,Combined Print Fiction,2013-01-20
5,0345803507,9780345803504,Knopf Doubleday Publishing,FIFTY SHADES FREED,E L James,Combined Print Fiction,2013-01-20
6,0156027321,9780156027328,Houghton Mifflin Harcourt,LIFE OF PI,Yann Martel,Combined Print Fiction,2013-01-20
7,0399160663,9780399160660,Penguin Group,EMPIRE AND HONOR,W E B Griffin and William E Butterworth IV,Combined Print Fiction,2013-01-20
8,0307950654,9780307950659,Knopf Doubleday Publishing,DEATH COMES TO PEMBERLEY,P D James,Combined Print Fiction,2013-01-20
9,0385535147,9780385535144,Knopf Doubleday Publishing,THE RACKETEER,John Grisham,Combined Print Fiction,2013-01-20
10,0307346617,9780307346612,Crown Publishing,WORLD WAR Z,Max Brooks,Combined Print Fiction,2013-01-20
11,0345521315,9780345521316,Random House Publishing,THE PARIS WIFE,Paula McLain,Combined Print Fiction,2013-01-20
12,0345536592,9780345536594,Random House Publishing,ODD INTERLUDE,Dean Koontz,Combined Print Fiction,2013-01-20
13,0446573051,9780446573054,Grand Central Publishing,THE FORGOTTEN,David Baldacci,Combined Print Fiction,2013-01-20
14,0399160450,9780399160455,Penguin Group,THREAT VECTOR,Tom Clancy with Mark Greaney,Combined Print Fiction,2013-01-20
15,0385350287,9780385350280,Knopf Doubleday Publishing,THE TWELVE TRIBES OF HATTIE,Ayana Mathis,Combined Print Fiction,2013-01-20
16,145551604X,9781455516049,FaithWords,CROSS ROADS,Wm Paul Young,Combined Print Fiction,2013-01-20
17,0425263908,9780425263907,Berkley,BARED TO YOU,Sylvia Day,Combined Print Fiction,2013-01-20
18,0373777205,9780373777204,Harlequin,BIG SKY RIVER,Linda Lael Miller,Combined Print Fiction,2013-01-20
19,0425263916,9780425263914,Penguin Group,REFLECTED IN YOU,Sylvia Day,Combined Print Fiction,2013-01-20
20,0345506936,9780345506931,Random House Publishing,SHADOW WOMAN,Linda Howard,Combined Print Fiction,2013-01-20
1,0345803485,9780345803481,Knopf Doubleday Publishing,FIFTY SHADES OF GREY,E L James,Combined Print Fiction,2013-01-13
2,030758836X,9780307588364,Crown Publishing,GONE GIRL,Gillian Flynn,Combined Print Fiction,2013-01-13
3,0385535147,9780385535144,Knopf Doubleday Publishing,THE RACKETEER,John Grisham,Combined Print Fiction,2013-01-13
4,0446547573,9780446547574,Grand Central Publishing,SAFE HAVEN,Nicholas Sparks,Combined Print Fiction,2013-01-13
5,0156027321,9780156027328,Houghton Mifflin Harcourt,LIFE OF PI,Yann Martel,Combined Print Fiction,2013-01-13
6,0345803493,9780345803498,Knopf Doubleday Publishing,FIFTY SHADES DARKER,E L James,Combined Print Fiction,2013-01-13
7,0316210684,9780316210683,"Little, Brown & Company","MERRY CHRISTMAS, ALEX CROSS",James Patterson,Combined Print Fiction,2013-01-13
8,0316228532,9780316228534,"Little, Brown & Company",THE CASUAL VACANCY,J K Rowling,Combined Print Fiction,2013-01-13
9,0345803507,9780345803504,Knopf Doubleday Publishing,FIFTY SHADES FREED,E L James,Combined Print Fiction,2013-01-13
10,0399160450,9780399160455,Penguin Group,THREAT VECTOR,Tom Clancy with Mark Greaney,Combined Print Fiction,2013-01-13
11,0553573403,9780553573404,Random House Publishing,A GAME OF THRONES,George RR Martin,Combined Print Fiction,2013-01-13
12,145551604X,9781455516049,FaithWords,CROSS ROADS,Wm Paul Young,Combined Print Fiction,2013-01-13
13,0446573051,9780446573054,Grand Central Publishing,THE FORGOTTEN,David Baldacci,Combined Print Fiction,2013-01-13
14,0345527747,9780345527745,Random House Publishing,NOTORIOUS NINETEEN,Janet Evanovich,Combined Print Fiction,2013-01-13
15,0345521315,9780345521316,Random House Publishing,THE PARIS WIFE,Paula McLain,Combined Print Fiction,2013-01-13
16,0375507256,9780375507250,Random House Publishing,CLOUD ATLAS,David Mitchell,Combined Print Fiction,2013-01-13
17,0385350287,9780385350280,Knopf Doubleday Publishing,THE TWELVE TRIBES OF HATTIE,Ayana Mathis,Combined Print Fiction,2013-01-13
18,0316069434,9780316069434,"Little, Brown & Company",THE BLACK BOX,Michael Connelly,Combined Print Fiction,2013-01-13
19,141659521X,9781416595212,Atria/Emily Bestler Books,THE LAST MAN,Vince Flynn,Combined Print Fiction,2013-01-13
20,0373777205,9780373777204,Harlequin,BIG SKY RIVER,Linda Lael Miller,Combined Print Fiction,2013-01-13
1,0385535147,9780385535144,Knopf Doubleday Publishing,THE RACKETEER,John Grisham,Combined Print Fiction,2013-01-06
2,0345803485,9780345803481,Knopf Doubleday Publishing,FIFTY SHADES OF GREY,E L James,Combined Print Fiction,2013-01-06
3,030758836X,9780307588364,Crown Publishing,GONE GIRL,Gillian Flynn,Combined Print Fiction,2013-01-06
4,0156027321,9780156027328,Houghton Mifflin Harcourt,LIFE OF PI,Yann Martel,Combined Print Fiction,2013-01-06
5,0399160450,9780399160455,Penguin Group,THREAT VECTOR,Tom Clancy with Mark Greaney,Combined Print Fiction,2013-01-06
6,0316210684,9780316210683,"Little, Brown & Company","MERRY CHRISTMAS, ALEX CROSS",James Patterson,Combined Print Fiction,2013-01-06
7,0316228532,9780316228534,"Little, Brown & Company",THE CASUAL VACANCY,J K Rowling,Combined Print Fiction,2013-01-06
8,0446547573,9780446547574,Grand Central Publishing,SAFE HAVEN,Nicholas Sparks,Combined Print Fiction,2013-01-06
9,0345527747,9780345527745,Random House Publishing,NOTORIOUS NINETEEN,Janet Evanovich,Combined Print Fiction,2013-01-06
10,0446573051,9780446573054,Grand Central Publishing,THE FORGOTTEN,David Baldacci,Combined Print Fiction,2013-01-06
11,145551604X,9781455516049,FaithWords,CROSS ROADS,Wm Paul Young,Combined Print Fiction,2013-01-06
12,1401322786,9781401322786,Hyperion Press,THE TIME KEEPER,Mitch Albom,Combined Print Fiction,2013-01-06
13,0345803493,9780345803498,Knopf Doubleday Publishing,FIFTY SHADES DARKER,E L James,Combined Print Fiction,2013-01-06
14,0345803507,9780345803504,Knopf Doubleday Publishing,FIFTY SHADES FREED,E L James,Combined Print Fiction,2013-01-06
15,0385350287,9780385350280,Knopf Doubleday Publishing,THE TWELVE TRIBES OF HATTIE,Ayana Mathis,Combined Print Fiction,2013-01-06
16,0062124269,9780062124265,HarperCollins Publishers,FLIGHT BEHAVIOR,Barbara Kingsolver,Combined Print Fiction,2013-01-06
17,141659521X,9781416595212,Atria/Emily Bestler Books,THE LAST MAN,Vince Flynn,Combined Print Fiction,2013-01-06
18,0316069434,9780316069434,"Little, Brown & Company",THE BLACK BOX,Michael Connelly,Combined Print Fiction,2013-01-06
19,0553573403,9780553573404,Random House Publishing,A GAME OF THRONES,George RR Martin,Combined Print Fiction,2013-01-06
20,1476716692,9781476716695,Threshold Editions,AGENDA 21,Glenn Beck with Harriet Parke,Combined Print Fiction,2013-01-06
1,0385535147,9780385535144,Knopf Doubleday Publishing,THE RACKETEER,John Grisham,Combined Print Fiction,2012-12-30
2,0345803485,9780345803481,Knopf Doubleday Publishing,FIFTY SHADES OF GREY,E L James,Combined Print Fiction,2012-12-30
3,030758836X,9780307588364,Crown Publishing,GONE GIRL,Gillian Flynn,Combined Print Fiction,2012-12-30
4,0399160450,9780399160455,Penguin Group,THREAT VECTOR,Tom Clancy with Mark Greaney,Combined Print Fiction,2012-12-30
5,0156027321,9780156027328,Houghton Mifflin Harcourt,LIFE OF PI,Yann Martel,Combined Print Fiction,2012-12-30
6,0345527747,9780345527745,Random House Publishing,NOTORIOUS NINETEEN,Janet Evanovich,Combined Print Fiction,2012-12-30
7,0446573051,9780446573054,Grand Central Publishing,THE FORGOTTEN,David Baldacci,Combined Print Fiction,2012-12-30
8,0316210684,9780316210683,"Little, Brown & Company","MERRY CHRISTMAS, ALEX CROSS",James Patterson,Combined Print Fiction,2012-12-30
9,0316228532,9780316228534,"Little, Brown & Company",THE CASUAL VACANCY,J K Rowling,Combined Print Fiction,2012-12-30
