rank,primary_isbn10,primary_isbn13,publisher,title,author,category,pub_date
8,0385546025,9780385546027,Doubleday,THE JUDGE'S LIST,John Grisham,Hardcover Fiction,2022-01-30
9,1250803829,9781250803825,Minotaur,A FLICKER IN THE DARK,Stacy Willingham,Hardcover Fiction,2022-01-30
10,1984818414,9781984818416,Ballantine,WISH YOU WERE HERE,Jodi Picoult,Hardcover Fiction,2022-01-30
11,198482158X,9781984821584,Delacorte,INVISIBLE,Danielle Steel,Hardcover Fiction,2022-01-30
12,006288834X,9780062888341,Harper,THE STRANGER IN THE LIFEBOAT,Mitch Albom,Hardcover Fiction,2022-01-30
13,0593465067,9780593465066,Viking,CALL US WHAT WE CARRY,Amanda Gorman,Hardcover Fiction,2022-01-30
14,1982168439,9781982168438,Scribner,CLOUD CUCKOO LAND,Anthony Doerr,Hardcover Fiction,2022-01-30
15,1250786177,9781250786173,Flatiron,OLGA DIES DREAMING,Xochitl Gonzalez,Hardcover Fiction,2022-01-30
1,198482158X,9781984821584,Delacorte,INVISIBLE,Danielle Steel,Hardcover Fiction,2022-01-23
2,0525559477,9780525559474,Viking,THE MIDNIGHT LIBRARY,Matt Haig,Hardcover Fiction,2022-01-23
3,0593465067,9780593465066,Viking,CALL US WHAT WE CARRY,Amanda Gorman,Hardcover Fiction,2022-01-23
4,0735222355,9780735222359,Viking,THE LINCOLN HIGHWAY,Amor Towles,Hardcover Fiction,2022-01-23
5,1501171348,9781501171345,Simon & Schuster,THE LAST THING HE TOLD ME,Laura Dave,Hardcover Fiction,2022-01-23
6,0385546025,9780385546027,Doubleday,THE JUDGE'S LIST,John Grisham,Hardcover Fiction,2022-01-23
7,1984818414,9781984818416,Ballantine,WISH YOU WERE HERE,Jodi Picoult,Hardcover Fiction,2022-01-23
8,0593356152,9780593356159,Ballantine,THE MAID,Nita Prose,Hardcover Fiction,2022-01-23
9,006288834X,9780062888341,Harper,THE STRANGER IN THE LIFEBOAT,Mitch Albom,Hardcover Fiction,2022-01-23
10,1982168439,9781982168438,Scribner,CLOUD CUCKOO LAND,Anthony Doerr,Hardcover Fiction,2022-01-23
11,1250274257,9781250274250,St. Martin's,RECKLESS GIRLS,Rachel Hawkins,Hardcover Fiction,2022-01-23
12,1538728621,9781538728628,Grand Central,THE WISH,Nicholas Sparks,Hardcover Fiction,2022-01-23
13,0593355393,9780593355398,Del Rey,STAR WARS: THE FALLEN STAR,Claudia Gray,Hardcover Fiction,2022-01-23
14,1101885688,9781101885680,Delacorte,GO TELL THE BEES THAT I AM GONE,Diana Gabaldon,Hardcover Fiction,2022-01-23
15,1982156120,9781982156121,Simon & Schuster,THE SCHOOL FOR GOOD MOTHERS,Jessamine Chan,Hardcover Fiction,2022-01-23
1,0385546025,9780385546027,Doubleday,THE JUDGE'S LIST,John Grisham,Hardcover Fiction,2022-01-16
2,1984818414,9781984818416,Ballantine,WISH YOU WERE HERE,Jodi Picoult,Hardcover Fiction,2022-01-16
3,006288834X,9780062888341,Harper,THE STRANGER IN THE LIFEBOAT,Mitch Albom,Hardcover Fiction,2022-01-16
4,0735222355,9780735222359,Viking,THE LINCOLN HIGHWAY,Amor Towles,Hardcover Fiction,2022-01-16
5,0525559477,9780525559474,Viking,THE MIDNIGHT LIBRARY,Matt Haig,Hardcover Fiction,2022-01-16
6,1982168439,9781982168438,Scribner,CLOUD CUCKOO LAND,Anthony Doerr,Hardcover Fiction,2022-01-16
7,0593465067,9780593465066,Viking,CALL US WHAT WE CARRY,Amanda Gorman,Hardcover Fiction,2022-01-16
8,1538728621,9781538728628,Grand Central,THE WISH,Nicholas Sparks,Hardcover Fiction,2022-01-16
9,1101885688,9781101885680,Delacorte,GO TELL THE BEES THAT I AM GONE,Diana Gabaldon,Hardcover Fiction,2022-01-16
10,None,9781250835994,Tor/Forge,THE INVISIBLE LIFE OF ADDIE LARUE,V.E. Schwab,Hardcover Fiction,2022-01-16
11,None,9781250835826,Tor,UNDER THE WHISPERING DOOR,TJ Klune,Hardcover Fiction,2022-01-16
12,1501171348,9781501171345,Simon & Schuster,THE LAST THING HE TOLD ME,Laura Dave,Hardcover Fiction,2022-01-16
13,0374602603,9780374602604,"Farrar, Straus & Giroux","BEAUTIFUL WORLD, WHERE ARE YOU",Sally Rooney,Hardcover Fiction,2022-01-16
14,073521123X,9780735211230,Riverhead,A SLOW FIRE BURNING,Paula Hawkins,Hardcover Fiction,2022-01-16
15,0316485640,9780316485647,"Little, Brown",THE DARK HOURS,Michael Connelly,Hardcover Fiction,2022-01-16
1,0385546025,9780385546027,Doubleday,THE JUDGE'S LIST,John Grisham,Hardcover Fiction,2022-01-09
2,006288834X,9780062888341,Harper,THE STRANGER IN THE LIFEBOAT,Mitch Albom,Hardcover Fiction,2022-01-09
3,0593465067,9780593465066,Viking,CALL US WHAT WE CARRY,Amanda Gorman,Hardcover Fiction,2022-01-09
4,1538728621,9781538728628,Grand Central,THE WISH,Nicholas Sparks,Hardcover Fiction,2022-01-09
5,0735222355,9780735222359,Viking,THE LINCOLN HIGHWAY,Amor Towles,Hardcover Fiction,2022-01-09
6,1101885688,9781101885680,Delacorte,GO TELL THE BEES THAT I AM GONE,Diana Gabaldon,Hardcover Fiction,2022-01-09
7,1982168439,9781982168438,Scribner,CLOUD CUCKOO LAND,Anthony Doerr,Hardcover Fiction,2022-01-09
8,1984818414,9781984818416,Ballantine,WISH YOU WERE HERE,Jodi Picoult,Hardcover Fiction,2022-01-09
9,0525559477,9780525559474,Viking,THE MIDNIGHT LIBRARY,Matt Haig,Hardcover Fiction,2022-01-09
10,1982173610,9781982173616,Scribner,BILLY SUMMERS,Stephen King,Hardcover Fiction,2022-01-09
11,0316499145,9780316499149,"Little, Brown",FEAR NO EVIL,James Patterson,Hardcover Fiction,2022-01-09
12,1501171348,9781501171345,Simon & Schuster,THE LAST THING HE TOLD ME,Laura Dave,Hardcover Fiction,2022-01-09
13,198217367X,9781982173678,"Simon & Schuster, St. Martin's",STATE OF TERROR,Hillary Rodham Clinton and Louise Penny,Hardcover Fiction,2022-01-09
14,153871972X,9781538719725,Grand Central,MERCY,David Baldacci,Hardcover Fiction,2022-01-09
15,0385545134,9780385545136,Doubleday,HARLEM SHUFFLE,Colson Whitehead,Hardcover Fiction,2022-01-09
1,0593465067,9780593465066,Viking,CALL US WHAT WE CARRY,Amanda Gorman,Hardcover Fiction,2022-01-02
2,0385546025,9780385546027,Doubleday,THE JUDGE'S LIST,John Grisham,Hardcover Fiction,2022-01-02
3,006288834X,9780062888341,Harper,THE STRANGER IN THE LIFEBOAT,Mitch Albom,Hardcover Fiction,2022-01-02
4,0735222355,9780735222359,Viking,THE LINCOLN HIGHWAY,Amor Towles,Hardcover Fiction,2022-01-02
5,1538728621,9781538728628,Grand Central,THE WISH,Nicholas Sparks,Hardcover Fiction,2022-01-02
6,1101885688,9781101885680,Delacorte,GO TELL THE BEES THAT I AM GONE,Diana Gabaldon,Hardcover Fiction,2022-01-02
7,1984818414,9781984818416,Ballantine,WISH YOU WERE HERE,Jodi Picoult,Hardcover Fiction,2022-01-02
8,1982168439,9781982168438,Scribner,CLOUD CUCKOO LAND,Anthony Doerr,Hardcover Fiction,2022-01-02
9,0316499145,9780316499149,"Little, Brown",FEAR NO EVIL,James Patterson,Hardcover Fiction,2022-01-02
10,0525559477,9780525559474,Viking,THE MIDNIGHT LIBRARY,Matt Haig,Hardcover Fiction,2022-01-02
11,1982173610,9781982173616,Scribner,BILLY SUMMERS,Stephen King,Hardcover Fiction,2022-01-02
12,1501171348,9781501171345,Simon & Schuster,THE LAST THING HE TOLD ME,Laura Dave,Hardcover Fiction,2022-01-02
13,153871972X,9781538719725,Grand Central,MERCY,David Baldacci,Hardcover Fiction,2022-01-02
14,0593135202,9780593135204,Ballantine,PROJECT HAIL MARY,Andy Weir,Hardcover Fiction,2022-01-02
15,198217367X,9781982173678,"Simon & Schuster, St. Martin's",STATE OF TERROR,Hillary Rodham Clinton and Louise Penny,Hardcover Fiction,2022-01-02
1,0593465067,9780593465066,Viking,CALL US WHAT WE CARRY,Amanda Gorman,Hardcover Fiction,2021-12-26
2,0385546025,9780385546027,Doubleday,THE JUDGE'S LIST,John Grisham,Hardcover Fiction,2021-12-26
3,1101885688,9781101885680,Delacorte,GO TELL THE BEES THAT I AM GONE,Diana Gabaldon,Hardcover Fiction,2021-12-26
4,006288834X,9780062888341,Harper,THE STRANGER IN THE LIFEBOAT,Mitch Albom,Hardcover Fiction,2021-12-26
5,0735222355,9780735222359,Viking,THE LINCOLN HIGHWAY,Amor Towles,Hardcover Fiction,2021-12-26
6,1984818414,9781984818416,Ballantine,WISH YOU WERE HERE,Jodi Picoult,Hardcover Fiction,2021-12-26
7,1538728621,9781538728628,Grand Central,THE WISH,Nicholas Sparks,Hardcover Fiction,2021-12-26
8,0316499145,9780316499149,"Little, Brown",FEAR NO EVIL,James Patterson,Hardcover Fiction,2021-12-26
9,1982168439,9781982168438,Scribner,CLOUD CUCKOO LAND,Anthony Doerr,Hardcover Fiction,2021-12-26
10,0525559477,9780525559474,Viking,THE MIDNIGHT LIBRARY,Matt Haig,Hardcover Fiction,2021-12-26
11,153871972X,9781538719725,Grand Central,MERCY,David Baldacci,Hardcover Fiction,2021-12-26
12,0063112191,9780063112193,Morrow,AUTOPSY,Patricia Cornwell,Hardcover Fiction,2021-12-26
13,0316485640,9780316485647,"Little, Brown",THE DARK HOURS,Michael Connelly,Hardcover Fiction,2021-12-26
14,1982173610,9781982173616,Scribner,BILLY SUMMERS,Stephen King,Hardcover Fiction,2021-12-26
15,1501171348,9781501171345,Simon & Schuster,THE LAST THING HE TOLD ME,Laura Dave,Hardcover Fiction,2021-12-26
1,1101885688,9781101885680,Delacorte,GO TELL THE BEES THAT I AM GONE,Diana Gabaldon,Hardcover Fiction,2021-12-19
2,1984818414,9781984818416,Ballantine,WISH YOU WERE HERE,Jodi Picoult,Hardcover Fiction,2021-12-19
3,0385546025,9780385546027,Doubleday,THE JUDGE'S LIST,John Grisham,Hardcover Fiction,2021-12-19
4,006288834X,9780062888341,Harper,THE STRANGER IN THE LIFEBOAT,Mitch Albom,Hardcover Fiction,2021-12-19
5,1538728621,9781538728628,Grand Central,THE WISH,Nicholas Sparks,Hardcover Fiction,2021-12-19
6,0735222355,9780735222359,Viking,THE LINCOLN HIGHWAY,Amor Towles,Hardcover Fiction,2021-12-19
7,0316499145,9780316499149,"Little, Brown",FEAR NO EVIL,James Patterson,Hardcover Fiction,2021-12-19
8,0063112191,9780063112193,Morrow,AUTOPSY,Patricia Cornwell,Hardcover Fiction,2021-12-19
9,0316332917,9780316332910,Orbit,LEVIATHAN FALLS,James S.A. Corey,Hardcover Fiction,2021-12-19
10,1982168439,9781982168438,Scribner,CLOUD CUCKOO LAND,Anthony Doerr,Hardcover Fiction,2021-12-19
11,0525559477,9780525559474,Viking,THE MIDNIGHT LIBRARY,Matt Haig,Hardcover Fiction,2021-12-19
12,0316485640,9780316485647,"Little, Brown",THE DARK HOURS,Michael Connelly,Hardcover Fiction,2021-12-19
13,153871972X,9781538719725,Grand Central,MERCY,David Baldacci,Hardcover Fiction,2021-12-19
14,125027270X,9781250272706,St. Martin's,THE BECOMING,Nora Roberts,Hardcover Fiction,2021-12-19
15,198217367X,9781982173678,"Simon & Schuster, St. Martin's",STATE OF TERROR,Hillary Rodham Clinton and Louise Penny,Hardcover Fiction,2021-12-19
1,1101885688,9781101885680,Delacorte,GO TELL THE BEES THAT I AM GONE,Diana Gabaldon,Hardcover Fiction,2021-12-12
2,125027270X,9781250272706,St. Martin's,THE BECOMING,Nora Roberts,Hardcover Fiction,2021-12-12
3,0385546025,9780385546027,Doubleday,THE JUDGE'S LIST,John Grisham,Hardcover Fiction,2021-12-12
4,0316499145,9780316499149,"Little, Brown",FEAR NO EVIL,James Patterson,Hardcover Fiction,2021-12-12
5,1538728621,9781538728628,Grand Central,THE WISH,Nicholas Sparks,Hardcover Fiction,2021-12-12
6,006288834X,9780062888341,Harper,THE STRANGER IN THE LIFEBOAT,Mitch Albom,Hardcover Fiction,2021-12-12
7,198217742X,9781982177423,Gallery,THE CHRISTMAS PROMISE,Richard Paul Evans,Hardcover Fiction,2021-12-12
8,1984821555,9781984821553,Delacorte,FLYING ANGELS,Danielle Steel,Hardcover Fiction,2021-12-12
9,0735222355,9780735222359,Viking,THE LINCOLN HIGHWAY,Amor Towles,Hardcover Fiction,2021-12-12
10,153871972X,9781538719725,Grand Central,MERCY,David Baldacci,Hardcover Fiction,2021-12-12
11,0316485640,9780316485647,"Little, Brown",THE DARK HOURS,Michael Connelly,Hardcover Fiction,2021-12-12
12,0525559477,9780525559474,Viking,THE MIDNIGHT LIBRARY,Matt Haig,Hardcover Fiction,2021-12-12
13,1982168439,9781982168438,Scribner,CLOUD CUCKOO LAND,Anthony Doerr,Hardcover Fiction,2021-12-12
14,198217367X,9781982173678,"Simon & Schuster, St. Martin's",STATE OF TERROR,Hillary Rodham Clinton and Louise Penny,Hardcover Fiction,2021-12-12
15,1982173610,9781982173616,Scribner,BILLY SUMMERS,Stephen King,Hardcover Fiction,2021-12-12
1,0385546025,9780385546027,Doubleday,THE JUDGE'S LIST,John Grisham,Hardcover Fiction,2021-12-05
2,153871972X,9781538719725,Grand Central,MERCY,David Baldacci,Hardcover Fiction,2021-12-05
3,006288834X,9780062888341,Harper,THE STRANGER IN THE LIFEBOAT,Mitch Albom,Hardcover Fiction,2021-12-05
4,1538728621,9781538728628,Grand Central,THE WISH,Nicholas Sparks,Hardcover Fiction,2021-12-05
5,0735222355,9780735222359,Viking,THE LINCOLN HIGHWAY,Amor Towles,Hardcover Fiction,2021-12-05
6,0316485640,9780316485647,"Little, Brown",THE DARK HOURS,Michael Connelly,Hardcover Fiction,2021-12-05
7,1984818503,9781984818508,Delacorte,BETTER OFF DEAD,Lee Child and Andrew Child,Hardcover Fiction,2021-12-05
8,198215487X,9781982154875,Atria,GAME ON,Janet Evanovich,Hardcover Fiction,2021-12-05
9,0593419642,9780593419649,Putnam,CLIVE CUSSLER'S THE DEVIL'S SEA,Dirk Cussler,Hardcover Fiction,2021-12-05
10,1982168439,9781982168438,Scribner,CLOUD CUCKOO LAND,Anthony Doerr,Hardcover Fiction,2021-12-05
11,0593300017,9780593300015,Viking,NEVER,Ken Follett,Hardcover Fiction,2021-12-05
12,1982173610,9781982173616,Scribner,BILLY SUMMERS,Stephen King,Hardcover Fiction,2021-12-05
13,0593188160,9780593188163,Putnam,TOM CLANCY: CHAIN OF COMMAND,Marc Cameron,Hardcover Fiction,2021-12-05
14,0525559477,9780525559474,Viking,THE MIDNIGHT LIBRARY,Matt Haig,Hardcover Fiction,2021-12-05
15,1501171348,9781501171345,Simon & Schuster,THE LAST THING HE TOLD ME,Laura Dave,Hardcover Fiction,2021-12-05
1,006288834X,9780062888341,Harper,THE STRANGER IN THE LIFEBOAT,Mitch Albom,Hardcover Fiction,2021-11-28
2,0316485640,9780316485647,"Little, Brown",THE DARK HOURS,Michael Connelly,Hardcover Fiction,2021-11-28
3,0385546025,9780385546027,Doubleday,THE JUDGE'S LIST,John Grisham,Hardcover Fiction,2021-11-28
4,1538728621,9781538728628,Grand Central,THE WISH,Nicholas Sparks,Hardcover Fiction,2021-11-28
5,0593300017,9780593300015,Viking,NEVER,Ken Follett,Hardcover Fiction,2021-11-28
6,1984818503,9781984818508,Delacorte,BETTER OFF DEAD,Lee Child and Andrew Child,Hardcover Fiction,2021-11-28
7,198215487X,9781982154875,Atria,GAME ON,Janet Evanovich,Hardcover Fiction,2021-11-28
8,0735222355,9780735222359,Viking,THE LINCOLN HIGHWAY,Amor Towles,Hardcover Fiction,2021-11-28
9,006267112X,9780062671127,Harper,THE SENTENCE,Louise Erdrich,Hardcover Fiction,2021-11-28
10,1982173610,9781982173616,Scribner,BILLY SUMMERS,Stephen King,Hardcover Fiction,2021-11-28
11,1982168439,9781982168438,Scribner,CLOUD CUCKOO LAND,Anthony Doerr,Hardcover Fiction,2021-11-28
12,0525559477,9780525559474,Viking,THE MIDNIGHT LIBRARY,Matt Haig,Hardcover Fiction,2021-11-28
13,1501171348,9781501171345,Simon & Schuster,THE LAST THING HE TOLD ME,Laura Dave,Hardcover Fiction,2021-11-28
14,1250220254,9781250220257,Holt,APPLES NEVER FALL,Liane Moriarty,Hardcover Fiction,2021-11-28
15,198217367X,9781982173678,"Simon & Schuster, St. Martin's",STATE OF TERROR,Hillary Rodham Clinton and Louise Penny,Hardcover Fiction,2021-11-28
1,006288834X,9780062888341,Harper,THE STRANGER IN THE LIFEBOAT,Mitch Albom,Hardcover Fiction,2021-11-21
2,0385546025,9780385546027,Doubleday,THE JUDGE'S LIST,John Grisham,Hardcover Fiction,2021-11-21
3,198215487X,9781982154875,Atria,GAME ON,Janet Evanovich,Hardcover Fiction,2021-11-21
4,1984818503,9781984818508,Delacorte,BETTER OFF DEAD,Lee Child and Andrew Child,Hardcover Fiction,2021-11-21
5,1538728621,9781538728628,Grand Central,THE WISH,Nicholas Sparks,Hardcover Fiction,2021-11-21
6,0735222355,9780735222359,Viking,THE LINCOLN HIGHWAY,Amor Towles,Hardcover Fiction,2021-11-21
7,1982168439,9781982168438,Scribner,CLOUD CUCKOO LAND,Anthony Doerr,Hardcover Fiction,2021-11-21
8,198217367X,9781982173678,"Simon & Schuster, St. Martin's",STATE OF TERROR,Hillary Rodham Clinton and Louise Penny,Hardcover Fiction,2021-11-21
9,1250220254,9781250220257,Holt,APPLES NEVER FALL,Liane Moriarty,Hardcover Fiction,2021-11-21
10,1984855123,9781984855121,Random House,OUR COUNTRY FRIENDS,Gary Shteyngart,Hardcover Fiction,2021-11-21
11,0525541993,9780525541998,Putnam,THE FAMILY,Naomi Krupitsky,Hardcover Fiction,2021-11-21
12,0525559477,9780525559474,Viking,THE MIDNIGHT LIBRARY,Matt Haig,Hardcover Fiction,2021-11-21
13,1982173610,9781982173616,Scribner,BILLY SUMMERS,Stephen King,Hardcover Fiction,2021-11-21
14,1501171348,9781501171345,Simon & Schuster,THE LAST THING HE TOLD ME,Laura Dave,Hardcover Fiction,2021-11-21
15,0812989430,9780812989434,Random House,OH WILLIAM!,Elizabeth Strout,Hardcover Fiction,2021-11-21
1,0385546025,9780385546027,Doubleday,THE JUDGE'S LIST,John Grisham,Hardcover Fiction,2021-11-14
2,1984818503,9781984818508,Delacorte,BETTER OFF DEAD,Lee Child and Andrew Child,Hardcover Fiction,2021-11-14
3,1538728621,9781538728628,Grand Central,THE WISH,Nicholas Sparks,Hardcover Fiction,2021-11-14
4,0735222355,9780735222359,Viking,THE LINCOLN HIGHWAY,Amor Towles,Hardcover Fiction,2021-11-14
5,198217367X,9781982173678,"Simon & Schuster, St. Martin's",STATE OF TERROR,Hillary Rodham Clinton and Louise Penny,Hardcover Fiction,2021-11-14
6,1982168439,9781982168438,Scribner,CLOUD CUCKOO LAND,Anthony Doerr,Hardcover Fiction,2021-11-14
7,1250220254,9781250220257,Holt,APPLES NEVER FALL,Liane Moriarty,Hardcover Fiction,2021-11-14
8,1501171348,9781501171345,Simon & Schuster,THE LAST THING HE TOLD ME,Laura Dave,Hardcover Fiction,2021-11-14
9,1982173610,9781982173616,Scribner,BILLY SUMMERS,Stephen King,Hardcover Fiction,2021-11-14
10,0525559477,9780525559474,Viking,THE MIDNIGHT LIBRARY,Matt Haig,Hardcover Fiction,2021-11-14
11,1982104414,9781982104412,Atria,FORGIVING PARIS,Karen Kingsbury,Hardcover Fiction,2021-11-14
12,0593490592,9780593490594,Viking,SILVERVIEW,John Le Carré,Hardcover Fiction,2021-11-14
13,1984818813,9781984818812,Ballantine,DEAR SANTA,Debbie Macomber,Hardcover Fiction,2021-11-14
14,0812989430,9780812989434,Random House,OH WILLIAM!,Elizabeth Strout,Hardcover Fiction,2021-11-14
15,0385545134,9780385545136,Doubleday,HARLEM SHUFFLE,Colson Whitehead,Hardcover Fiction,2021-11-14
1,0385546025,9780385546027,Doubleday,THE JUDGE'S LIST,John Grisham,Hardcover Fiction,2021-11-07
2,0735222355,9780735222359,Viking,THE LINCOLN HIGHWAY,Amor Towles,Hardcover Fiction,2021-11-07
3,1538728621,9781538728628,Grand Central,THE WISH,Nicholas Sparks,Hardcover Fiction,2021-11-07
4,198217367X,9781982173678,"Simon & Schuster, St. Martin's",STATE OF TERROR,Hillary Rodham Clinton and Louise Penny,Hardcover Fiction,2021-11-07
5,1982168439,9781982168438,Scribner,CLOUD CUCKOO LAND,Anthony Doerr,Hardcover Fiction,2021-11-07
6,1984818813,9781984818812,Ballantine,DEAR SANTA,Debbie Macomber,Hardcover Fiction,2021-11-07
7,1250220254,9781250220257,Holt,APPLES NEVER FALL,Liane Moriarty,Hardcover Fiction,2021-11-07
8,0812989430,9780812989434,Random House,OH WILLIAM!,Elizabeth Strout,Hardcover Fiction,2021-11-07
9,1501171348,9781501171345,Simon & Schuster,THE LAST THING HE TOLD ME,Laura Dave,Hardcover Fiction,2021-11-07
10,0593490592,9780593490594,Viking,SILVERVIEW,John Le Carré,Hardcover Fiction,2021-11-07
11,1982173610,9781982173616,Scribner,BILLY SUMMERS,Stephen King,Hardcover Fiction,2021-11-07
12,0525559477,9780525559474,Viking,THE MIDNIGHT LIBRARY,Matt Haig,Hardcover Fiction,2021-11-07
13,0374181179,9780374181178,"Farrar, Straus & Giroux",CROSSROADS,Jonathan Franzen,Hardcover Fiction,2021-11-07
14,0385545134,9780385545136,Doubleday,HARLEM SHUFFLE,Colson Whitehead,Hardcover Fiction,2021-11-07
15,1984821520,9781984821522,Delacorte,THE BUTLER,Danielle Steel,Hardcover Fiction,2021-11-07
1,0593230574,9780593230572,One World,THE 1619 PROJECT,"edited  Nikole Hannah-Jones, Caitlin Roper, Ilena Silverman and Jake Silverstein",Hardcover Nonfiction,current
2,035856736X,9780358567363,Harvest,ENOUGH ALREADY,Valerie Bertinelli,Hardcover Nonfiction,current
3,0062892355,9780062892355,Harper,THE BETRAYAL OF ANNE FRANK,Rosemary Sullivan,Hardcover Nonfiction,current
4,0063209780,9780063209787,Harper,UNTHINKABLE,Jamie Raskin,Hardcover Nonfiction,current
5,0593139135,9780593139134,Crown,GREENLIGHTS,Matthew McConaughey,Hardcover Nonfiction,current
6,1984877925,9781984877925,Penguin Press,WILL,Will Smith with Mark Manson,Hardcover Nonfiction,current
7,0525657746,9780525657743,Knopf,CRYING IN H MART,Michelle Zauner,Hardcover Nonfiction,current
8,0063076098,9780063076099,Dey Street,THE STORYTELLER,Dave Grohl,Hardcover Nonfiction,current
9,1984801252,9781984801258,Dial,UNTAMED,Glennon Doyle,Hardcover Nonfiction,current
10,1982132116,9781982132118,Atria,BLOOD IN THE GARDEN,Chris Herring,Hardcover Nonfiction,current
11,1982168013,9781982168018,Gallery,TASTE,Stanley Tucci,Hardcover Nonfiction,current
12,1510766804,9781510766808,Skyhorse,THE REAL ANTHONY FAUCI,Robert F. Kennedy Jr,Hardcover Nonfiction,current
13,163763059X,9781637630594,Forefront,THE GREAT RESET,Glenn Beck with Justin Haskins,Hardcover Nonfiction,current
14,1982173769,9781982173760,Simon & Schuster,JUST PURSUIT,Laura Coates,Hardcover Nonfiction,current
15,1984878107,9781984878106,Viking,THINK AGAIN,Adam Grant,Hardcover Nonfiction,current
1,0063209780,9780063209787,Harper,UNTHINKABLE,Jamie Raskin,Hardcover Nonfiction,2022-01-30
2,0593230574,9780593230572,One World,THE 1619 PROJECT,"edited  Nikole Hannah-Jones, Caitlin Roper, Ilena Silverman and Jake Silverstein",Hardcover Nonfiction,2022-01-30
3,0593139135,9780593139134,Crown,GREENLIGHTS,Matthew McConaughey,Hardcover Nonfiction,2022-01-30
4,1984877925,9781984877925,Penguin Press,WILL,Will Smith with Mark Manson,Hardcover Nonfiction,2022-01-30
5,0525657746,9780525657743,Knopf,CRYING IN H MART,Michelle Zauner,Hardcover Nonfiction,2022-01-30
6,0593137787,9780593137789,Crown,HOW CIVIL WARS START,Barbara F. Walter,Hardcover Nonfiction,2022-01-30
7,0063076098,9780063076099,Dey Street,THE STORYTELLER,Dave Grohl,Hardcover Nonfiction,2022-01-30
8,1627791507,9781627791502,Holt,CHASING HISTORY,Carl Bernstein,Hardcover Nonfiction,2022-01-30
9,1368042007,9781368042000,Hyperion Avenue,A LITTLE CLOSER TO HOME,Ginger Zee,Hardcover Nonfiction,2022-01-30
10,1984801252,9781984801258,Dial,UNTAMED,Glennon Doyle,Hardcover Nonfiction,2022-01-30
11,1982168013,9781982168018,Gallery,TASTE,Stanley Tucci,Hardcover Nonfiction,2022-01-30
12,163763059X,9781637630594,Forefront,THE GREAT RESET,Glenn Beck with Justin Haskins,Hardcover Nonfiction,2022-01-30
13,1510766804,9781510766808,Skyhorse,THE REAL ANTHONY FAUCI,Robert F. Kennedy Jr,Hardcover Nonfiction,2022-01-30
14,150113597X,9781501135972,Threshold Editions,AMERICAN MARXISM,Mark R. Levin,Hardcover Nonfiction,2022-01-30
15,1250223180,9781250223180,Flatiron,WHAT HAPPENED TO YOU?,Bruce D. Perry and Oprah Winfrey,Hardcover Nonfiction,2022-01-30
1,0063209780,9780063209787,Harper,UNTHINKABLE,Jamie Raskin,Hardcover Nonfiction,2022-01-23
2,0593230574,9780593230572,One World,THE 1619 PROJECT,"edited  Nikole Hannah-Jones, Caitlin Roper, Ilena Silverman and Jake Silverstein",Hardcover Nonfiction,2022-01-23
3,1984877925,9781984877925,Penguin Press,WILL,Will Smith with Mark Manson,Hardcover Nonfiction,2022-01-23
4,0525657746,9780525657743,Knopf,CRYING IN H MART,Michelle Zauner,Hardcover Nonfiction,2022-01-23
5,0063076098,9780063076099,Dey Street,THE STORYTELLER,Dave Grohl,Hardcover Nonfiction,2022-01-23
6,1984801252,9781984801258,Dial,UNTAMED,Glennon Doyle,Hardcover Nonfiction,2022-01-23
7,0593139135,9780593139134,Crown,GREENLIGHTS,Matthew McConaughey,Hardcover Nonfiction,2022-01-23
8,1982168013,9781982168018,Gallery,TASTE,Stanley Tucci,Hardcover Nonfiction,2022-01-23
9,1982182911,9781982182915,Simon & Schuster,PERIL,Bob Woodward and Robert Costa,Hardcover Nonfiction,2022-01-23
10,163149256X,9781631492563,Liveright,THE LYRICS: 1956 TO THE PRESENT,Paul McCartney,Hardcover Nonfiction,2022-01-23
11,1984878107,9781984878106,Viking,THINK AGAIN,Adam Grant,Hardcover Nonfiction,2022-01-23
12,1510766804,9781510766808,Skyhorse,THE REAL ANTHONY FAUCI,Robert F. Kennedy Jr,Hardcover Nonfiction,2022-01-23
13,150113597X,9781501135972,Threshold Editions,AMERICAN MARXISM,Mark R. Levin,Hardcover Nonfiction,2022-01-23
14,0374157359,9780374157357,"Farrar, Straus & Giroux",THE DAWN OF EVERYTHING,David Graeber and David Wengrow,Hardcover Nonfiction,2022-01-23
15,059315911X,9780593159118,Ballantine,ALL ABOUT ME!,Mel Brooks,Hardcover Nonfiction,2022-01-23
1,0593230574,9780593230572,One World,THE 1619 PROJECT,"edited  Nikole Hannah-Jones, Caitlin Roper, Ilena Silverman and Jake Silverstein",Hardcover Nonfiction,2022-01-16
2,1984877925,9781984877925,Penguin Press,WILL,Will Smith with Mark Manson,Hardcover Nonfiction,2022-01-16
3,0063076098,9780063076099,Dey Street,THE STORYTELLER,Dave Grohl,Hardcover Nonfiction,2022-01-16
4,0525657746,9780525657743,Knopf,CRYING IN H MART,Michelle Zauner,Hardcover Nonfiction,2022-01-16
5,0593139135,9780593139134,Crown,GREENLIGHTS,Matthew McConaughey,Hardcover Nonfiction,2022-01-16
6,1984801252,9781984801258,Dial,UNTAMED,Glennon Doyle,Hardcover Nonfiction,2022-01-16
